,0
0,So what have you been up to 
1, ah nothing really 
2, We ve uh 
3, yeah 
4, We ve had a big change of uh leadership over here 
5, oh yeah 
6, yeah the base C O changed 
7, The clinic O I C changed 
8, The clinic 
9, C U nurse changed 
10, nd 
11, just trying to get uh you know the feel for how everybody else is
12, exhale 
13, you know going to respond to them and how they re going to
14, respond to 
15, everybody else has been trying to say the least for the past oh 
16, probably month or so 
17, yeah 
18, So 
19, Well I mean that s still a possibility 
20, I mean I just didn t 
21, yeah 
22, feel like it was the right time when I was home last 
23, So 
24, I don t know I saw Sayonara again 
25, I still see you with some little gal flying around going Karisan 
26, Karisan 
27, laughs 
28, The supper is ready 
29, com imitating Japanese accent 
30, Get thy ass on the table 
31, No 
32, Nothing like that going on over here 
33, yeah 
34, Well I ll tell you another a y Did you hear about Martha getting
35, married 
36, No 
37, Well this supposedly is going to happen 
38, Now it hasn t actually happened yet 
39, So e we may be at ground zero 
40, I called her to to chat whether I guess about two weeks ago 
41, um 
42, nd she d said oh hey ill 
43, y the way I m getting married laughs This is a typical Martha
44, pronouncement 
45, xxx Ye distortion 
46, It s like oh okay 
47, uh you know e tell me about this guy 
48, How long have you known him and all that 
49, oh well I ve been dating him in since pril 
50, but I haven t really told anybody 
51, nd I thought well this is true cause Martha you and I have been
52, in pretty good touch since pril and you never mentioned it 
53, ut this guy supposedly is a retired Marine pilot 
54, lipsmack um 
55, He just retired out so he s kind of thinking what he wants to do
56, now 
57, I think for some reason the guy was an six driver 
58, nd uh it seems like they just really hit it off and clicked 
59, nd I think he has one child but he doesn t have custody 
60, um 
61, So I don t have a whole lot of scoop on this guy 
62, ut they haven t set a date or anything 
63, They just decided they were going to get married and do it real
64, informal and all this and 
65, lipsmack distortion laughs 
66, I know laugh 
67, So 
68, I asked if he was drinking buddies with Luke and that didn t go
69, over real good 
70, So laughing 
71, laughs 
72, So I don t know a whole lot of the scoop 
73, laughs 
74, ut uh she s still in San Diego and seems to have settled pretty
75, much there 
76, lipsmack uh 
77, In mine uh I ve changed qui I m trying to remember 
78, Last time I probably talked to you was what last spring 
79, yeah 
80, I know we re the we re the world s best at keeping in touch 
81, inhales Well I m on the road now moving from New Orleans 
82, I m finally left The ig Easy and I m going up to Vermont 
83, believe it or not for graduate school 
84, oh you are 
85, xxx distorted 
86, yeah 
87, I finally decided to go ahead and get on the ball 
88, nd I knew I wanted to teach English as a second language as a
89, career but I d never really done anything about it 
90, So I started doing it in New Orleans as a private tutor and then
91, got picked up by a little private school down there to teach for a
92, couple of months inhales nd knew this was what I wanted to do so
93, I got it uh 
94, I applied and got accepted into graduate school up in Vermont 
95, specializes in kicking you out into a one year Master s program 
96, do that 
97, So this starts in late ugust and I m on the way up there kind of
98, meandering up to the states and inhales seeing anybody and
99, everybody 
