,0
0,oh but they don t 
1, oh sniff 
2, I have email I have email at work 
3, ah uh uh 
4, so you know so what you know why me why they need to talk to
5, me 
6, I they hear from me every day 
7, uhhuh 
8, uhhuh uhhuh 
9, you know but it s different talking 
10, How are you 
11, xxx fine 
12, how are you 
13, what 
14, xxx your calls 
15, laughs 
16, what are doing sleeping in the middle of the day 
17, I am so tired 
18, yeah 
19, I m bummed I went to sleep very late 
20, uhhuh 
21, because I finished cooking 
22, laughs 
23, and the kids were up until like kids kept waking up they were up
24, until like twelveish 
25, oh my 
26, and no I m not pregnant 
27, laughs 
28, laughs 
29, how s everything 
30, xxx 
31, you managing 
32, no laughs 
33, no 
34, laughs 
35, some days yes and some days no 
36, inhales you take one day at a time right 
37, one day at a time 
38, that s the only way 
39, xxx I already started cooking for xxx like two weeks ago 
40, you re kidding 
41, wow 
42, no 
43, I m not home Rosh Hashana so 
44, oh you 
45, going to Long Island or something 
46, I go to rabbi Nobel right 
47, right you still go with three kids 
48, yeah 
49, this year her daughters are in seminary there 
50, her twins 
51, where 
52, here 
53, yeah now she s real so she she met my mother xxx and she told my
54, mother usually she s free this year I need her help 
55, laughs breath I think daught xxx 
56, Who s help 
57, Your help 
58, table yeah 
59, Her daughters set the table and they make all the salads and they
60, 
61, really 
62, clear the table afterwards you know what I mean 
63, wow 
64, I said that s okay I don t have a baby so you know avoid hearing
65, 
66, well how old is the youngest 
67, he s a year and a half 
68, that s still a baby 
69, I know but it s not the same 
70, right 
71, you know what I mean 
72, don t you feel like a different person 
73, do I feel like a different person 
74, yeah 
75, sometimes 
76, it s hard 
77, felt like xxx baby 
78, no it s hard 
79, what 
80, It s still hard 
81, I still have three kids and my husband I was waiting for the day
82, to sleep through the night right 
83, finally like like um he was sixteen months like two months ago he
84, finally started sleeping through the night 
85, right 
86, xxx right 
87, we 
88, right 
89, That s so simple xxx still gets up at night things 
90, really 
91, still come up at night 
92, now my allergies are so terrible 
93, my kids my kids through the night 
94, I can t sleep at night 
95, I know 
96, I I started getting sinus headaches here 
97, sniff it s terrib 
98, oh but I m saying that like that like 
99, you know what I did to myself the other day 
100, I 
101, what 
102, I my sinuses were so bad but I have medicine in my drawer there 
103, 
104, right 
105, old medicine but I figured it s still good 
106, anyway without thinking how many Tylenol to you take when you
107, take a headache 
108, two 
109, two right 
110, I m always popping two right 
111, yes 
112, so you took two 
113, without thinking I just took two 
114, oh my god 
115, don t ask 
116, don t ask laughs besides 
117, what happened 
118, for being tired I mean that is normal 
119, I was so dizzy 
120, laughs 
121, laughs 
122, it was like and I and I thought may 
123, at home 
124, what 
125, no it was at work 
126, that s c did y were you able to drive home 
127, well my husband picked me up because we were going straight to the
128, dentist that day 
129, ah 
130, by the time we got to the dentist it was already wearing off 
131, I took it at eleven o clock 
132, oh my goodness laughs 
133, oh my goodness what a day and then just that day everyone we had
134, this whole thing at work my sister only used to stay late everyday
135, and she deci 
136, To work later 
137, what 
138, she works late 
139, she used to work until like five five thirty 
140, oh where you work 
141, yeah 
142, yeah yeah yeah 
143, really 
144, yeah finally she wanted to stop 
145, there s five of us sniff there s five 
146, Right but xxx will work there 
147, yeah not not my brother s wife 
148, my brother in law s wife 
149, yeah from Philadelphia 
150, right 
151, oh you know who I just met 
152, someone else wants to young 
153, is she what s her name your si 
154, Rufki 
155, eh 
156, well your sister in law s mai maiden name is what 
157, Rubin 
158, oh Rubin right 
159, okay no I don t know why I got confused for a minute 
160, oh 
161, she had a baby right 
162, who 
163, your sister in law 
164, yeah yash yeah 
165, right 
166, yeah 
167, blows nose 
168, so um no so she decided she doesn t want to work late anymore 
169, you told me about your xxx 
170, blows nose so my boss said that we all have to rotate 
171, he didn t want to put the responsibility on anyone else 
172, we all have to rotate 
173, and we were all angry 
174, there s no reason why 
175, lord you have this xxx 
176, uh no 
177, one s who ve been work right well I have to start working late 
178, so is someone who came in later than my sister in law 
179, Should have been her responsibility 
180, right 
181, but the only thing is is that she had been fired and rehired
182, because he he didn t have the money so he had to lay her off in the
183, middle 
184, so he felt too bad doing that to her 
185, uhhuh 
186, when she came back he told her she could work only until three
187, thirty sniff 
188, uhhuh 
189, so he felt bad so he said we all have to rotate and how he
190, doesn t want to it s not going to lose their job etcetera and so
191, forth 
192, what 
193, anyways I wanted to do Mondays 
194, I figured I d get it out of the way usually I have my Monday night
195, supper cooked already from Shabbat because I cook extra chicken 
196, right right 
197, I wanted to do Mondays 
198, anyway everyone wanted to do xxx they couldn t decide which days
199, to do it they had a xxx and I got Monday 
200, really 
201, anyway the girl who had Thursday I really felt bad for her because
202, she also has three kids and it s very very hard for her 
203, xxx 
204, so she didn t want it sniff so they decided that um though we d
205, do it so we that that we that they ll shift around every once in a
206, while to make it fair 
207, uhhuh 
208, I didn t want to give up my Mondays 
209, right 
210, anyways finally someone decides she ll take Thursdays it s
211, probably better for her anyways than her day and then I ll see 
212, right 
213, and the next thing I know they de they decide they re redoing the
214, xxx 
215, I said excuse me I m not redoing any xxx here 
216, right so they should have done all the other days over 
217, well they they had worked something out 
