,0
0,Media audio
1, in one of my xxx we have two kids who are from the south both from
2, Virginia 
3, mor prep in pro indef one prep of det poss my pro sub we v have
4, det num two n kid PL pro rel who cop be PRES prep from det art the
5, n south qn both prep from n prop Virginia 
6, gra INCROOT PO J NJCT PO J SU J CMOD QU NT
7, O J LINK CMOD JCT DET PO J
8, PO J NJCT PO J PUNCT
9, uhhuh 
10, mor co uhhuh 
11, gra INCROOT PUNCT
12, so I m talking about introducing like the periods of american
13, history and I say the civil war 
14, mor co so pro sub I aux be S part talk PRESP adv about
15, part introduce PRESP prep like det art the n period PL prep of
16, adj american n history coord and pro sub I v say det art the
17, adj civil n war 
18, gra COM SU J UX ROOT JCT COMP JCT DET
19, PO J NJCT MOD PO J LINK SU J
20, CJCT DET MOD O J PUNCT
21, breathes and they immediately raise their hand and they go we
22, would like it to be called the war between the states breathes 
23, mor coord and pro sub they adv immediate dadj LY v raise det poss their
24, n hand coord and pro sub they v go pro sub we mod will COND v like
25, pro per it inf to aux be part call P STP det art the n war
26, prep between det art the n state PL 
27, gra LINK SU J JCT ROOT MOD O J LINK
28, SU J CJCT SU J UX COMP O J INF
29, UX XMOD DET O J JCT DET
30, PO J PUNCT
31, coughs I said what laughs they go we don t call it the civil
32, war 
33, mor pro sub I v say P ST pro int what pro sub they v go pro sub we
34, mod do neg not v call pro per it det art the adj civil n war 
35, gra SU J ROOT LINK SU J COMP SU J UX
36, NEG COMP O J DET MOD O J PUNCT
37, they go we either call it the war of northern aggression or the war
38, between the states 
39, mor pro sub they v go pro sub we adv either v call pro per it
40, det art the n war prep of adj northern n aggression coord or
41, det art the n war prep between det art the n state PL 
42, gra SU J ROOT SU J JCT COMP O J DET O J
43, NJCT MOD PO J CONJ DET COORD
44, NJCT DET PO J PUNCT
45, the war of northern aggression 
46, mor det art the n war prep of adj northern n aggression 
47, gra DET INCROOT NJCT MOD PO J PUNCT
48, I go you didn t just say that did you and they go yeah xxx and they
49, go we just wanted to see what your response was but 
50, mor pro sub I v go pro per you mod do P ST neg not adj just v say
51, det dem that v do P ST pro per you coord and pro sub they v go
52, co yeah coord and pro sub they v go pro sub we adv just
53, part want P STP inf to v see pro int what det poss your n response
54, cop be P ST S conj but 
55, gra SU J ROOT SU J UX NEG JCT COMP
56, SU J COMP O J LINK SU J CJCT COM
57, LINK SU J COMP SU J JCT COMP
58, INF COMP LINK MOD SU J COMP
59, PRED PUNCT
60, laughs 
61, they call it the war between the states 
62, mor pro sub they v call pro per it det art the n war prep between
63, det art the n state PL 
64, gra SU J ROOT O J DET O J NJCT DET PO J
65, PUNCT
66, laughs the war of northern aggression laughs 
67, mor det art the n war prep of adj northern n aggression 
68, gra DET INCROOT NJCT MOD PO J PUNCT
69, how do you like that one 
70, mor adv int how mod do pro per you co like pro dem that pro indef one 
71, gra LINK UX SU J COM DET ROOT PUNCT
72, laughs 
73, so I didn t want to start a war the first day breathes 
74, mor co so pro sub I mod do P ST neg not v want inf to v start det art a
75, n war det art the adj first n day 
76, gra COM SU J UX NEG ROOT INF COMP DET
77, O J DET MOD PP PUNCT
78, laughs 
79, so I I left it as is but I said we ll we ll come back to that 
80, mor co so pro sub I pro sub I v leave P ST pro per it adv as cop be S
81, conj but pro sub I v say P ST pro sub we mod will
82, pro sub we mod will v come adv back prep to pro dem that 
83, gra COM ROOT SU J CMOD O J COORD COMP
84, LINK SU J PRED SU J UX SU J
85, UX COMP JCT JCT PO J PUNCT
86, so I said if my history serves me correctly you guys fired the
87, first shot laughs 
88, mor co so pro sub I v say P ST conj if det poss my n history v serve S
89, pro obj me adv correct dadj LY pro per you n guy PL v fire P ST
90, det art the adj first n shot 
91, gra COM SU J ROOT LINK MOD SU J CJCT
92, O J JCT SU J SU J COMP DET MOD
93, O J PUNCT
94, breathes so breathes 
95, mor co so 
96, gra INCROOT PUNCT
97, breathes 
98, I don t know it s kind of funny 
99, mor pro sub I mod do neg not v know pro per it cop be S n kind prep of
100, adj fun dn Y 
101, gra SU J UX NEG ROOT SU J COMP PRED
102, NJCT PO J PUNCT
103, e it xxx seem this is one of the girls in this class was the
104, assistant secretary xxx Tate s daughter 
105, mor pro per it cop seem pro dem this cop be S pro indef one prep of
106, det art the n girl PL prep in pro dem this n class cop be P ST S
107, det art the n assistant n secretary n prop Tate poss s n daughter 
108, gra SU J ROOT SU J PRED PRED NJCT DET
109, PO J LINK DET SU J CMOD DET
110, MOD MOD MOD POSS PRED PUNCT
111, mhm 
112, mor co yes 
113, gra INCROOT PUNCT
114, very nice girl very nice girl breathes and ah I have one class
115, Deb fifteen girls one guy 
116, mor adv very adj nice n girl adv very adj nice n girl coord and
117, pro sub I v have det num one n class n prop Deb det num fifteen
118, n girl PL det num one n guy 
119, gra JCT MOD MOD JCT MOD INCROOT LINK
120, SU J CJCT QU NT MOD MOD QU NT
121, MOD QU NT O J PUNCT
122, laughs 
123, laughs 
124, this guy s name is mike breathes laughs it s this black kid
125, it s a real nice kid 
126, mor pro dem this n guy poss s n name cop be S n mike
127, pro per it cop be S pro dem this adj black n kid
128, pro per it cop be S det art a adj real adj nice n kid 
129, gra DET MOD POSS SU J ROOT PRED SU J
130, CMOD DET MOD PRED SU J CMOD
131, DET MOD MOD PRED PUNCT
132, laughs 
133, and I call him iron mike laughs breathes 
134, mor coord and pro sub I v call pro obj him adj iron n mike 
135, gra LINK SU J ROOT O J MOD O J PUNCT
136, I go mike we can handle them we can take them so breathes 
137, mor pro sub I v go n mike pro sub we mod can v handle pro obj them
138, pro sub we mod can v take pro obj them adv so 
