,0
0,They re very dusty honey 
1, inhales exhale laughs 
2, laughs 
3, I couldn t believe how many sweaters you have like 
4, oh my god 
5, y you could open a secondhand shop for like thirty sweaters it s
6, xxx 
7, oh my god 
8, yeah we have a lot of um very crappy sweaters laughs 
9, laughs I mean a lot of it looked like inhales 
10, yeah 
11, yeah 
12, I was thinking to my well I wouldn t keep this laughs 
13, I know I know 
14, inhales 
15, thank you so much I can t believe that you re doing all that 
16, ut um 
17, So and then she washed like all the dishes that were on the shelves
18, like so when you come back at least you know you have some 
19, inhales oh my god 
20, Clean dishes and something you can wear and um 
21, oh I feel so bad you know it s like I fee I I 
22, I I don t feel so bad about you because I don t feel like you re so
23, traumatized 
24, but I feel so bad about Tamara because I feel like she was sort of
25, truly traumatized you know 
26, by the whole thing and I don t 
27, yeah but it s o it s okay I mean 
28, I mean 
29, yeah yeah she s really sweet 
30, I mean after she went in and and ha eh saw the fleas she never
31, went back in there she always sent me in laughs 
32, she sent you in laughs 
33, have you been have you been watering the plants by the way like
34, along the way 
35, because I know that she never went in 
36, anymore 
37, I I watered them like once um 
38, before I bombed the f the first time 
39, yeah okay good great 
40, and n now again but they they they look okay 
41, yeah okay distortion 
42, okay great breathbecause I kind o because I was thinking like um
43, at the point where that happened 
44, I was wondering if like Tamara 
45, like got so shocked by the whole thing that she just like didn t 
46, 
47, you know think to tell you that she hasn t she hadn t been watering
48, the plants because I knew that she wasn t going in there you know 
49, 
50, yeah 
51, and stuff so yeah 
52, No but now it s 
53, really they re definitely gone now 
54, oh breath boy 
55, I mean Tamara is still like you know but you know there still can
56, be a a mutation 
57, You re a big spoil distortion 
58, laughs 
59, you know there are mutations you know and 
60, laughs who was saying that oh laughing 
61, inhales Tamara 
62, Poor poor girl 
63, she s totally laughs 
64, yeah well as soon as Lilly 
65, but Tamara come on I mean 
66, yeah but as soon as Lilly is back in the apartment they ll go on
67, her and if we keep 
68, um you tol did you tell me about the stuff that you rub into them
69, and they the fleas die 
70, yeah but you don t you don t need that you don t have to put that
71, you don t have to give that to Lilly anymore if the fleas are gone 
72, 
73, yeah the fleas are gone 
74, I don t think it s so good for her you know 
75, yeah i 
76, because it really goes into the the blood you know 
77, yeah yeah 
78, ut um if you let her out again I mean I have 
79, yeah then it can happen again 
80, but you know you can uh put a flea 
81, collar 
82, collar around her you know 
83, right right I m going to do that 
84, I m sure you know 
85, I actually have one here still I I felt 
86, We ve never we ve never had a flea in that apartment which is you
87, know it must have started with one 
88, little fucking flea you know 
89, uh it s really bizarre the whole story how it got in there 
90, you know the thing it s like the thing like I was horrified when
91, Kristen told me and I was even getting mad and I was like saying
92, like didn t you ever clean the place 
93, you know and apparently it doesn t have anything to do with that 
94, 
95, No 
96, like if the place is clean or not you know 
97, No 
98, and my sister Lisa said that her house has been infested um several
99, times with fleas while they were living in it just because of the
100, dog you know 
101, and um the dog was always running around outside and and you know
102, the place gets completely 
103, um infested and she had to bomb while they were living there and
104, what they did was they 
105, bombed everything but the kitchen you know 
106, mhm 
107, and then um like they put down a plastic thing over the dining
108, room table and things like that but you b and you know it s like
109, and you just lived in the in the poison afterwards and she said well
110, yeah you know 
111, that s um that s 
112, yeah well I mean all you can do is like just wash everything
113, breath make a do a Spring clean laughs when you get that 
114, yeah yeah 
115, yeah 
116, Well when I get back you know I mean if Tamara washed the plates
117, that s very nice but I m going to take them all out and then I m
118, going to wash down that um 
119, you know that xxx thing and uh I m supposed to be speaking native
120, English 
121, Well she did that 
122, she did that 
123, breath the kitchen shelf the white one though she didn t she
124, didn t get everything out of the cupboard and breath 
125, and I mean you still have to do that 
126, yeah the white 
127, no she I don t think you have to I don t think you have to do that
128, really I mean distortion we don t use those 
