,0
0,Media audio
1, I think that must have been before I went on the riverboat 
2, mor pro sub I v think pro dem that mod must aux have cop be P STP
3, prep before pro sub I v go P ST prep on det art the
4, n n river n boat 
5, gra SU J ROOT SU J UX UX COMP JCT
6, SU J CJCT JCT DET PO J PUNCT
7, cruise they have a cruise on sunday nights 
8, mor n cruise pro sub they v have det art a n cruise prep on n sunday
9, n night PL 
10, gra LINK SU J ROOT DET O J JCT MOD PO J
11, PUNCT
12, yeah 
13, mor co yeah 
14, gra INCROOT PUNCT
15, and breathes they have um 
16, mor coord and pro sub they v have 
17, gra LINK SU J ROOT PUNCT
18, breathes they get local bands to come on and they charge you ten
19, dollars you know and 
20, mor pro sub they v get n local v band S inf to v come adv on coord and
21, pro sub they v charge pro per you det num ten n dollar PL
22, pro per you v know coord and 
23, gra SU J ROOT SU J COMP INF COMP JCT
24, LINK SU J CJCT SU J QU NT JCT
25, SU J COMP CONJ PUNCT
26, xxx 
27, it was this one band that d Dennis knows a lot of the people in
28, it you know so he had 
29, mor pro per it cop be P ST S det dem this pro indef one n band
30, pro rel that n prop Dennis v know S det art a n lot prep of
31, det art the n person PL prep in pro per it pro per you v know co so
32, pro sub he v have P ST 
33, gra SU J ROOT LINK SU J UX LINK SU J
34, CJCT DET O J NJCT DET PO J JCT
35, PO J SU J PRED COM SU J COMP
36, PUNCT
37, com initial moment of short I syllable is squeaky before settling back
38, to the speaker s usual voice 
39, 
40, told me about it and breathes so I went with him and some of his
41, friends and 
42, mor v tell P ST pro obj me prep about pro per it coord and co so
43, pro sub I v go P ST prep with pro obj him coord and qn some prep of
44, det poss his n friend PL coord and 
45, gra ROOT O J JCT PO J CONJ COORD SU J
46, COMP JCT PO J CONJ QU NT NJCT
47, MOD PO J COORD PUNCT
48, breathes it was really nice it was really relaxing breathes it
49, was 
50, mor pro per it cop be P ST S adv real dadj LY adj nice pro per it
51, cop be P ST S adv real dadj LY part relax PRESP pro per it
52, cop be P ST S 
53, gra SU J ROOT JCT PRED SU J UX JCT
54, XJCT SU J COMP PUNCT
55, kind of a a background noise 
56, mor adj kind prep of det art a det art a 
57, gra INCROOT JCT DET PO J PUNCT
58, more of a family atmosphere than going 
59, mor qn more prep of det art a n family n atmosphere prep than
60, n gerund go PRESP 
61, gra INCROOT JCT DET MOD PO J JCT PO J
62, PUNCT
63, you know 
64, mor pro per you v know 
65, gra SU J ROOT PUNCT
66, xxx 
67, to a bar to listen to these people perform breathes because they
68, their families came breathes 
69, mor prep to det art a n bar inf to v listen prep to pro dem these
70, n person PL v perform conj because pro sub they det poss their
71, n family PL v come P ST 
72, gra INCROOT DET PO J INF CPO J JCT DET
73, PO J XJCT LINK SU J MOD SU J
74, CJCT PUNCT
75, on the cruise for the most part you know they had their m parents
76, and their grandparents and their brothers and their sisters and
77, their breathes 
