,0
0,Good thank you 
1, to tell them that you had arrived safely 
2, Good okay 
3, and then she s got here that Sister Justa died in erlin today 
4, oh sorry to hear that 
5, about 
6, ten thirty P M their time in Europe 
7, aw aw 
8, in distortion erlin 
9, aw 
10, and she was conscious to the end 
11, aw 
12, How nice 
13, but her death was difficult because of difficulty in breathing 
14, uhhuh aw 
15, So um 
16, aw well tell Sister cklin I m sorry but she still plans to keep
17, her p her plans to go right 
18, she said yes laughs 
19, yeah mhm 
20, okay they re on the uh 
21, then he asked said to ask about the weather over there 
22, well it s very rainy here today 
23, The weather here reminds me of Florida 
24, oh 
25, It s it s uh very muggy 
26, very muggy right now I don t know if I need any Winter clothes
27, laughs 
28, xxx 
29, but I have them with me laughs because it s very muggy 
30, xxx 
31, but uh the house here uh 
32, breathes it has a lot of uh the way it s built it lets the air in
33, so that s very nice 
34, oh that s good 
35, yeah yeah 
36, and she said to ask about the food what kind of food do you have 
37, 
38, oh the food is fine they re they re uh 
39, they I have coffee and I have um 
40, nice fruits 
41, mhm 
42, and they even had a baked potato for me yesterday 
43, isn t that nice 
44, Imagine laughs 
45, a a real uh bake 
46, a real baked potato laughs a 
47, laughs oh that was good 
48, and uh you know they have nice bread oh the sisters are very very
49, kind 
50, oh that s good 
51, and uh 
52, today was my first day that I went over to the mass I didn t go to
53, the mass yesterday breath because I slept but today I went to the
54, 
55, to the mass over in the um um 
56, in the compound where the priests are 
57, oh 
58, so I had my first experience of walking over there 
59, Is it English 
60, No Chinese laughs 
61, it was it was in Chinese 
62, yes but uh uh 
63, the the priest who picked me up at the airport Father Dominique 
64, he he is a newly ordained priest 
65, and he uh speaks some English and he wants me to teach him more 
66, 
67, and he said he will come and say the mass um once in a while in
68, English and so that will be nice laughs so 
69, oh well that s nice the Father Dominique he said he speaks English
70, 
71, Father Dominique speaks some English he is newly ordained and he 
72, 
73, oh some 
74, oh what about that other priest that um remember there was
75, supposed to be another priest over there 
76, Well the I haven t met the uh Father Simon 
77, oh 
78, oh 
79, he is in Rome right now he s supposed to he was he also studied in
80, the United States but he s in Rome right now 
81, oh I see 
82, I want to tell you that when I got to Chicago 
83, My sister gnes was right there to meet me so that was very nice 
84, 
85, oh that s nice 
86, and then she waited until I got on the plane and then after I got
87, on the plane 
88, um 
89, there was a mixup because 
90, the people in Chica I didn t realize this until I got to San
91, Francisco 
92, that the people in Chicago they took the wrong ticket from me 
93, oh 
94, they took the ticket that says from San Francisco to Taipei
95, laughs and so when they 
96, oh and then what happened 
97, when they got to San Francisco 
98, the lady said I could really be charged for a second ticket and I
99, said oh no laughs 
100, oh 
101, but she didn t she didn t charge me she she called Chicago and she
102, recognized the mistake they made 
103, well that caused great confusion for me because when I got on the
104, plane in Chicago 
105, I had the wrong seat number somebody else had that seat number
106, that s because I was laughs dealing with a different ticket 
107, oh my goodness 
108, so anyhow it all worked out but it was 
109, well I m glad 
110, a little confusion but while I was on after I got on the plane in
111, Chicago 
112, and they were they were still boarding it was very very crowded it
113, was a seven forty seven 
114, ll of a sudden they called my name 
115, to come to the uh to the uh front of the plane so I finally got
116, through all the crowd and got there 
117, oh 
118, and they told me to got out to the desk and here my nephew Tommy 
119, 
120, C K the one that has cancer 
121, mhm yes 
122, he came to see me and he he didn t get there on time and so my
123, sister gnes 
124, she went up to the man and asked if if they could call me off the
125, plane laughs 
126, oh my good 
127, breath so I got off the you know I got on on time to see him so
128, that was very nice yeah laughs 
129, yeah 
130, yeah 
131, well that was nice 
132, and Sister Margaret Mary and Father Dominique and a teacher they
133, met me at the uh 
134, airport in Taipei 
135, oh that was 
136, and it was 
137, it was uh their uh October the tenth is their Independence Day 
138, 
139, so there were a lot of fireworks and it was very 
140, oh 
141, oh that s like when the first sisters came laughs 
142, Just like the fourth of July laughs that s right 
143, It was extremely crowded in the at the airport 
144, laughs 
145, oh 
146, oh 
147, and then we had to drive for three hours 
148, oh my 
149, to Elan 
150, and it s true that it was a curvy drive laughs 
151, laughs 
152, laughs oh but Father Dominique drove it 
153, and then we stopped at a um 
154, eh one of the parishioner s house he he makes tea so we went into
155, the store and that was an experience in itself to see how they they
156, make the tea and then um 
157, oh I bet 
158, yes 
159, we just sat down and he boiled the tea right in front of us put
160, down the uh put the kettle on right laughs in the little store
161, laughs and boiled the tea 
162, mhm 
163, and gave us a little cup of tea and some cra uh cookies so that
164, was nice laughs and then we got to um 
165, we drove the rest of the way then to Elan 
166, So I haven t seen the school yet I m going over there 
167, in a little while and this afternoon I m going to see Sister
168, Theresa 
169, oh that s fun 
170, ut I ve seen the convent and I ve unpacked 
171, and I have a favor to ask you 
172, What 
173, and my favor is 
174, it doesn t have to be a any time when you get to it I would
175, appreciate it if someone could send me 
176, the um 
177, the blessed virgin picture that I have in my room 
178, okay 
179, the icon that s next to that gold uh cross that I have there s no
180, nice 
181, blessed mother over here laughs and I would really like it for my
182, bedroom just send me the blessed mother not the cross 
183, just the blessed mother 
184, just the blessed mother 
185, okay 
186, the icon 
187, okay 
188, yeah that would be nice sometime when you get to it okay 
189, okay sure 
190, Sister Molia is good 
191, xxx 
192, Sister Katerina is very good 
193, oh that s great 
194, and Sister um 
195, Molia is standing here smiling at me laughs 
196, oh that s good 
197, and I told her that you were going to call 
198, mhm 
199, Sister Margaret Mary is good also 
200, They are all we are all getting older 
201, but they said uh 
202, yeah 
203, they they think they re pretty good yes laughs 
204, Well that s great 
205, yeah and uh and they take good care of visitors who come here
206, that s for sure 
207, mm 
208, okay 
209, Sister Molia made bacon and eggs yesterday for me imagine 
210, oh 
211, that s great 
