,0
0,uhhuh 
1, You know so I 
2, Sure 
3, I get that plus uh you know the one day a week 
4, Plus 
5, nd I live modestly you know 
6, How well how well I know that 
7, laughs 
8, yeah 
9, breath You know this is this is my theory too to live modestly 
10, mhm 
11, Like wearing one dress 
12, I still have a dress to uh Micky s bar mitzvah s heb 
13, uhhuh 
14, which is only thirteen year uh twelve years ago breath 
15, laughs yeah 
16, I m still wearing the dress 
17, yeah yeah 
18, nd uh some someone saw me in the dress not long ago and said oh
19, what a beautiful dress 
20, uhhuh 
21, nd I looked at her and I said oh you are so right 
22, laughs She should just know huh 
23, laughs I wouldn t admit I wouldn t admit laughs 
24, breath yeah 
25, breath That s right breath nd so so you re still busy with all
26, kinds of volunteer work 
27, breath oh yes yeah all the volunteer stuff I do 
28, I m 
29, uhhuh 
30, breath active with a state group that s trying to work for a
31, universal single pair health plan 
32, mhm 
33, on a state level and we have a nice breath young Jewish
34, legislator who is uh going to put in a bill for us this year 
35, mhm 
36, We won t get it 
37, It s a Republican dominated legislature that is uh cutting off all
38, kinds of services for ordinary people 
39, breath Sure 
40, You know it s very business oriented 
41, nd I uh I work with another gr group that s always trying to get
42, jobs for people who have been laid off 
43, mhm 
44, nd breath the women s international league for peace and freedom
45, a couple I ve been a member for years but I m not really very active
46, but a few y oh about five years ago 
47, uh they decided um they wanted it was the seventy fifth
48, anniversary 
49, mhm 
50, So they wanted to do something special 
51, so I put together uh they had had a play about their own history
52, an uh some years before so I took and breath updated it and you
53, know cut out 
54, Sure sure 
55, some stuff and they have a 
56, So now I m the playwright 
57, so laughs now for the eightieth 
58, laughs 
59, breath they want me to do it a little differently this time so
60, I ve got that 
61, mhm 
62, You know I ve got it sitting here so I can t ignore it but I really
63, laughing 
64, Sure 
65, breath You know that s not my expertise in any way shape or form
66, 
67, laughs 
68, ut they re making it laughs 
69, laughs yeah yeah laughs 
70, They re making it your expertise right 
71, breath So anyway but it ll be fun you know to put that together 
72, 
73, Sure sure sure 
74, nd uh I don t know um 
75, last weekend uh Lida and Irv Teisher were in town 
76, oh 
