,0
0,Media audio
1, laughs and I said well you know that far away from home any
2, familiar face is a comfort even if it is just mike price s laughs
3, 
4, mor coord and pro sub I v say P ST cm cm n well cm cm pro per you
5, v know cm cm pro rel that adv far adv away prep from n home qn any
6, adj familiar n face cop be S det art a n comfort adv even conj if
7, pro per it cop be S adv just n mike n price poss s 
8, gra LINK SU J ROOT LP SU J LP SU J
9, ENUM LP LINK JCT JCT JCT PO J
10, QU NT MOD SU J CJCT DET PRED
11, NJCT LINK SU J CPO J JCT PRED
12, ENUM POSS PUNCT
13, yeah 
14, mor co yeah 
15, gra INCROOT PUNCT
16, smacks lips yeah 
17, mor co yeah 
18, gra INCROOT PUNCT
19, hm 
20, anyway um 
21, mor adv anyway cm cm cm cm 
22, gra INCROOT LP LP PUNCT
23, well it was fun 
24, mor co well pro per it cop be P ST S adj fun 
25, gra COM SU J ROOT PRED PUNCT
26, the food was great 
27, mor det art the n food cop be P ST S adj great 
28, gra DET SU J ROOT PRED PUNCT
29, it was catered 
30, mor pro per it aux be P ST S part cater P STP 
31, gra SU J UX ROOT PUNCT
32, it was just wonderful 
33, mor pro per it cop be P ST S adv just adj wonder FULL 
34, gra SU J ROOT JCT PRED PUNCT
35, wow 
36, mor co wow 
37, gra INCROOT PUNCT
38, and I won t tell to everything because it s all in your letter 
39, mor coord and pro sub I mod will neg not v tell prep to
40, pro indef everything conj because pro per it cop be S adv all
41, prep in det poss your n letter 
42, gra LINK SU J UX NEG ROOT JCT PO J
43, LINK SU J CJCT JCT JCT MOD
44, PO J PUNCT
45, okay yeah y I notice that every time I get a letter it s well
46, we ve covered all this 
47, mor co okay co yeah cm cm pro sub I v notice pro dem that qn every
48, n time pro sub I v get det art a n letter pro per it cop be S
49, adv well pro sub we aux have part cover P STP qn all pro dem this 
50, gra COM COM LP SU J ROOT O J QU NT O J
51, SU J CMOD DET O J SU J CMOD
52, JCT SU J UX PRED QU NT O J
53, PUNCT
54, and uh 
55, mor coord and cm cm cm cm 
56, gra INCROOT LP LP PUNCT
57, but it s still good to get the letters 
58, mor conj but pro per it cop be S adj still adj good inf to v get
59, det art the n letter PL 
60, gra LINK SU J ROOT JCT PRED INF XJCT
61, DET O J PUNCT
62, yeah you can reread them 
63, mor co yeah pro per you mod can re v read ZERO pro obj them 
64, gra COM SU J UX ROOT O J PUNCT
65, reread them yeah uh and I have 
66, mor re v read ZERO pro obj them cm cm co yeah cm cm cm cm coord and
67, pro sub I v have 
68, gra INCROOT O J LP ENUM LP LP LINK SU J
69, CJCT PUNCT
70, reread them Larry Japanese pronunciation 
71, mor re v read ZERO pro obj them n prop Larry 
72, gra INCROOT MOD COMP PUNCT
73, and get my pictures 
74, mor coord and v get det poss my n picture PL 
75, gra LINK ROOT MOD O J PUNCT
76, yeah 
77, mor co yeah 
78, gra INCROOT PUNCT
79, oh yeah see they can t say r l s over here 
80, mor co oh co yeah cm cm v see pro sub they mod can neg not v say
81, n let r PL adv over adv here 
82, gra COM COM LP ENUM SU J UX NEG ROOT
83, O J JCT JCT PUNCT
84, some of these hotels a lot of the hotels when you get 
85, mor qn some prep of pro dem these n hotel PL cm cm det art a n lot
86, prep of det art the n hotel PL conj when pro per you v get 
87, gra QU NT JCT DET PO J LP DET INCROOT
88, NJCT DET PO J LINK SU J CJCT
89, PUNCT
90, in the elevator and you want to go downstairs you have to press
91, robby n lobby Japanese pronunciation 
92, mor prep in det art the n elevator coord and pro per you v want inf to
93, v go adv downstairs pro per you v have prep to n press n lobby 
94, gra INCROOT DET PO J LINK SU J CPO J INF
95, XJCT JCT SU J COMP JCT MOD
96, PO J PUNCT
97, wobby n lobby Japanese pronunciation 
98, mor n lobby 
99, gra INCROOT PUNCT
100, robby n lobby Japanese pronunciation 
101, mor n lobby 
102, gra INCROOT PUNCT
103, robby n lobby Japanese pronunciation 
104, mor n lobby 
105, gra INCROOT PUNCT
106, it s spelled r n o n b n b n y n 
107, mor pro per it aux be S part spell P STP neo r neo o neo b neo b neo y
108, 
109, gra SU J UX ROOT O J CONJ COORD CONJ
110, COORD PUNCT
111, mhm 
112, mor co yes 
113, gra INCROOT PUNCT
114, yep 
115, mor co yep 
116, gra INCROOT PUNCT
117, laughs 
118, laughs 
119, well when I called the first time to get your room number and 
120, mor co well conj when pro sub I v call P ST det art the adj first
121, n time inf to v get det poss your n room n number coord and 
122, gra COM LINK SU J ROOT DET MOD O J INF
123, XMOD MOD MOD O J CONJ PUNCT
124, uh I 
125, mor cm cm pro sub I 
126, gra INCROOT ENUM PUNCT
127, I said um he said who do you want to talk to 
128, mor pro sub I v say P ST cm cm pro sub he v say P ST pro rel who v do
129, pro per you v want prep to n talk prep to 
130, gra SU J ROOT LP SU J CJCT LINK COMP
131, SU J COMP JCT PO J JCT PUNCT
132, I said um Mcgwire 
133, mor pro sub I v say P ST cm cm n prop Mcgwire 
134, gra SU J ROOT LP ENUM PUNCT
135, he said what s the name 
136, mor pro sub he v say P ST pro int what poss s det art the n name 
137, gra SU J ROOT MOD POSS DET O J PUNCT
138, I said Mcgwire 
139, mor pro sub I v say P ST n prop Mcgwire 
140, gra SU J ROOT O J PUNCT
141, and he said mister Larry Japanese pronunciation laughs 
142, mor coord and pro sub he v say P ST n mister n prop Larry 
143, gra LINK SU J ROOT MOD O J PUNCT
144, laughs 
145, and I said yep 
146, mor coord and pro sub I v say P ST co yep 
147, gra LINK SU J ROOT O J PUNCT
148, rat s rim laughs 
149, mor n rat poss s n rim 
150, gra MOD POSS INCROOT PUNCT
151, yeah well they have a problem with that so 
152, mor co yeah n well pro sub they v have det art a n problem prep with
153, pro dem that adv so 
154, gra COM JCT SU J ROOT DET O J NJCT PO J
155, JCT PUNCT
156, laughs 
157, sighs it s deep 
158, mor pro per it cop be S adj deep 
159, gra SU J ROOT PRED PUNCT
160, yep breathes um let s see 
161, mor co yep v let pro obj us v see 
162, gra COM ROOT O J COMP PUNCT
163, I m just going to work and back and forth 
164, mor pro sub I aux be S adv just part go PRESP inf to v work coord and
165, adv back coord and adv forth 
166, gra SU J UX JCT ROOT INF COMP CONJ
167, COORD CONJ COORD PUNCT
168, I m filling out applications for jobs and trying to get them sent
169, in 
170, mor pro sub I aux be S part fill PRESP adv out n application PL
171, prep for n job PL coord and part try PRESP inf to v get pro obj them
172, v send P ST adv in 
173, gra SU J UX ROOT JCT O J NJCT PO J
174, CONJ COORD INF COMP O J COMP
175, JCT PUNCT
176, I ve got to finish them up monday 
177, mor pro sub I aux have part get P STP inf to v finish pro obj them
178, adv up n monday 
179, gra SU J UX ROOT INF COMP O J JCT PO J
180, PUNCT
181, yeah well you had hav you ve had an interview at out at valley
182, already 
183, mor co yeah n well pro per you v have P ST pro per you aux have
184, part have P STP det art a n interview prep at adv out prep at
185, n valley adv already 
186, gra COM JCT SU J ROOT SU J UX COMP DET
187, O J JCT JCT JCT PO J PO J
188, PUNCT
189, yeah um it it was fine 
190, mor co yeah pro per it pro per it cop be P ST S adv fine 
191, gra COM SU J SU J ROOT JCT PUNCT
192, they ll call me if they have any night classes available but right
193, now they don t so 
194, mor pro sub they mod will v call pro obj me conj if pro sub they v have
195, qn any n night v class S adj avail dv LE conj but adv right
196, adv now pro sub they mod do neg not cm cm adv so 
197, gra SU J UX ROOT O J LINK SU J CJCT
198, QU NT SU J COMP JCT CONJ JCT
199, COORD SU J UX NEG LP JCT
200, PUNCT
201, mhm 
202, mor co yes 
203, gra INCROOT PUNCT
204, and they don t they they re probably not going to get any 
205, mor coord and pro sub they mod do neg not pro sub they
206, pro sub they aux be PRES adv probable dadj LY neg not part go PRESP
207, inf to v get qn any 
208, gra LINK SU J UX NEG ROOT SU J UX
209, JCT NEG COMP INF COMP O J
210, PUNCT
211, so I just have to wait and see 
212, mor co so pro sub I adv just v have inf to v wait coord and v see 
213, gra COM SU J JCT ROOT INF COMP CONJ
214, COORD PUNCT
215, Northridge I don t know anything about either but it s all in the
216, letter 
217, mor n prop Northridge pro sub I mod do neg not v know
218, pro indef anything prep about adv either conj but
219, pro per it cop be S adv all prep in det art the n letter 
220, gra LINK SU J UX NEG ROOT O J JCT PO J
221, LINK SU J CJCT JCT JCT DET
222, PO J PUNCT
223, that s in the letter 
224, mor pro dem that cop be S prep in det art the n letter 
225, gra SU J ROOT JCT DET PO J PUNCT
226, mhm 
227, mor co yes 
228, gra INCROOT PUNCT
229, um let s see I talked to ken and Vicki yesterday ken I and I
230, think ken might have gone to rizona today to work 
231, mor v let pro obj us v see pro sub I v talk P ST prep to n ken
232, coord and n prop Vicki adv tem yesterday v know pro sub I coord and
233, pro sub I v think n ken mod might v have part go P STP prep to
234, n prop rizona adv tem today prep to n work 
235, gra ROOT O J COMP SU J COMP INF SU J
236, CONJ COORD JCT COMP SU J LINK
237, SU J COMP SU J UX COMP O J
238, JCT PO J JCT JCT PO J PUNCT
239, he got laid off when they stopped um 
240, mor pro sub he v get P ST v lay P ST adv off conj when pro sub they
241, v stop P ST 
242, gra SU J SU J ROOT JCT LINK SU J CJCT
243, PUNCT
244, well you were here when they had the big sink holes in Hollywood 
245, 
246, mor co well pro per you cop be P ST adv here conj when pro sub they
247, v have P ST det art the adj big n sink n hole PL prep in
248, n prop Hollywood 
249, gra COM SU J ROOT JCT LINK SU J CJCT
250, DET MOD MOD O J NJCT PO J
251, PUNCT
252, no 
253, mor co no 
254, gra INCROOT PUNCT
255, due to the Metrorail 
256, mor adj due prep to det art the n prop Metrorail 
257, gra INCROOT JCT DET PO J PUNCT
258, well they ve had those off and on well not big ones but 
259, mor n well pro sub they aux have v have P ST det dem those adv off
260, coord and prep on adv well cm cm neg not adj big pro indef one PL
261, cm cm conj but 
262, gra LINK SU J UX ROOT PUNCT JCT CONJ
263, COORD PO J LP NEG INCROOT ENUM
264, LP ENUM PUNCT
265, well there was this one that was about you know five blocks long
266, it was just 
267, mor co well cm cm adv there cop be P ST S pro dem this pro indef one
