,0
0,Media audio
1, oh so you can get involved in that yeah that s good for you 
2, sure 
3, There s exciting distorted 
4, stuff going on distorted 
5, yeah 
6, nd 
7, this Sunday there s I m going to miss it unfortunately I really
8, want to go viv Geffen and um lipsmack 
9, inhales 
10, David roza and another band 
11, oh they re going to be in eh 
12, they re coming 
13, yeah 
14, Well Leah Rabin is i i in New York now isn t she 
15, yeah xxx 
16, Yes they re coming in to for Sunday uh 
17, at e ten o clock in the morning 
18, oh wow yeah viv Geffen is a big thing here 
19, He s going to he s going to be in xxx on the nineteenth 
20, When s that next uh 
21, Sunday 
22, week from Wednesday 
23, Wow 
24, yeah he s going to be a week from Tuesday breath 
25, I like him 
26, yeah so um I don t know he s weird looking but the kids all like
27, his songs and everything I don t know 
28, His songs are very p they re very political and good 
29, yeah I don t know 
30, Well Yitzhak Rabin liked him so now he s like very popular and all 
31, yeah yeah 
32, oh really 
33, ah 
34, Well the night that he got shot he like hugged him 
35, He was singing at that peace rally and he hugged him and all 
36, They eh you know they have it all on television because e you know
37, it was all eh you know breath 
38, oh 
39, They didn t know he was going to get shot but it was at a peace
40, rally so I mean it just worked out breath 
41, I mean it was a good place for the poor guy to die I mean because
42, it was you know right after the rally and everything was on film and
43, everything breath 
44, yeah 
45, oh the whole country we just finished the thirty days mourning for
46, him now you know it s uh oh everybody s still in shock it s 
47, oh 
48, I know distorted 
49, terrible what s going on over here breath 
50, nd this guy that killed him they show him on T V smiling he s all
51, happy he did it and everything 
52, He isn t even sorry or anything 
53, 
54, There are I 
55, Him him breath he and his brother you know the two of them were
56, in it together and there s a whole group now it s like a a
57, conspiracy oh it s eh breath 
58, mm 
59, With the Kahane Chai 
60, unbelievable 
61, yeah yeah it s all those people 
62, yeah 
63, You probably see them running around New York don t you 
64, They re all 
65, yeah distorted 
66, oh yeah they re here 
67, New York based 
68, yeah 
69, oh there s 
70, all those fanatics 
71, like the extreme 
72, oh but 
73, ut wh what s the reaction in merica really 
74, I mean I mean do people care you know I mean you know do they 
75, yeah mo most pe I mean uh 
76, I don t know what commu I mean like the Jewish community 
77, a lot e all of us were 
78, very upset and there were lots all the 
79, yeah 
80, Like two days after did it happen like on a Sunday 
81, yeah 
82, It hap it happened on it happened on a Saturday night 
83, I thought 
84, eh 
85, a weeke 
86, Saturday night 
87, nd then on um Monday 
88, a lot of services happened Sunday Monday and Tuesday 
89, yeah 
90, nd s and each synagogue distorted 
91, ut what about the rest of the country though like you know are
92, they sick of the you know the the Goyim are they sick of seeing it
93, in the newspaper do they care I mean inhales 
94, um distorted 
95, ill Clinton was really moved I mean he really I mean what he
96, eve we got all our bumper stickers now say shalom s heb
97, chaver s heb 
98, Everybody s got a bumper 
99, yeah 
100, xxx 
101, Right 
102, sticker 
103, I mean that s the the new thing I mean shalom s heb chaver s heb 
104, It s all over the country 
105, There are signs there s 
106, billboards breath I mean that hits the nail right on the head 
107, You know shalom s heb chaver s heb breath 
108, yeah 
109, Right 
110, nd uh I was just wondering if the rest of the country was also
111, you know 
112, Well all the newspapers still publicize it on the front page 
113, took 
114, So um 
115, yeah yeah 
116, Which is a long time because 
