,0
0,get the house uh still still in the half unpacked 
1, Like it s 
2, on it s feet 
3, Right 
4, not uh I don t have a n 
5, Still in boxes xxx 
6, I I di we didn t have closets and so I didn t like uh breath 
7, 
8, Wow 
9, You know how you have to buy closets here 
10, You know they don t come with the house 
11, yeah it s crazy 
12, It s very expensive here als in I in Israel 
13, ridi 
14, Ridiculous 
15, Ridiculous 
16, Like they just 
17, Pieces of junk like 
18, Junk 
19, It s unbeliev 
20, Pressboard breath 
21, It s unbelievable 
22, Costs a million dollars 
23, I don t know why furniture is so expensive there 
24, Maybe because it s wood 
25, I don t know 
26, small market no it s it s made out of pressboard what are you
27, talking about wood it s eh breath 
28, Garbage 
29, i 
30, It s garbage garbage garba 
31, ecause here garbage furniture co you pay nothing for it 
32, ecause because it s mass produced breath 
33, It s gar 
34, Right 
35, Here the sma market is so small 
36, Well that s what it i 
37, laughs 
38, That uh yeah that you can t produce in the same volume so you know
39, you have to charge more breath 
40, I see 
41, So uh but in any case whatever I g I I was going to Meah She arim
42, like all the time to try and look for th the in these 
43, breath 
44, In those little 
45, secondhand stores 
46, Like I did 
47, I know I know 
48, ut even those are expensive 
49, breath I bought one thing there 
50, Even those are expensive 
51, What 
52, breath yeah so I got one for four hundred shekels 
53, That s two hundred dollars not so eh two hundred Canadian dollars 
54, Not so bad breath 
55, mm 
56, mhm 
57, ut uh but uh I I at a certain point like I was going so crazy
58, from going in getting heat stroke looking for these things breath
59, 
60, yeah 
61, It s like you know on top of everything else 
62, that I just said I m going to Tel viv 
63, I went to like the furniture 
64, district and I just 
65, bought a new one and then finished 
66, you just 
67, bought one that was at you paid you thousand sh 
68, I just feel like daven s yid 
69, You paid your thousand shekel and that s it 
70, daven s yid 
71, It was It was like seven hundred shekel like by the time all 
72, uhhuh 
73, It was all over 
74, oy 
75, yeah yeah 
76, Like by the time it gets here and it s up it ll be seven hundred
77, shekel 
78, ut uh 
79, uhhuh 
80, I just like I wrote a hundred shekel deposit and I have to r like
81, write the rest 
82, I ll daven s yid until the ne 
83, xxx 
84, breath for the next few days that laughs laughing money
85, should appear in our account 
86, breath 
87, uhhuh 
88, uhhuh 
89, So um 
90, How s how s how s um 
91, ho ho ho is Danny having any hazlachah s heb at all in th in
92, his thing 
93, He s having a very very hard time 
94, Very har 
95, Very hard time breath ecause um 
96, Well like 
97, breath I don t know it s uh I don t if it s like funds or it s a
98, whole combination of things 
99, Like he is 
100, Is it that he doesn t have a viable product or he d or he doesn t
101, have a via 
102, I think he has viable product eh there s a few things breath I
103, think he has a viable product but I think that he s not like a
104, fundraiser or organizer type 
105, mhm 
106, mhm 
107, um and I think that like from the beginning if he had had a person
108, that was like that kind of type with him 
109, breath 
110, then they would have been okay but 
111, Right 
112, like the truth is is that all the people that worked with them
113, initially breath were like Da like you know were like Danny and
114, they 
115, mhm 
116, You mean the sort of xxx you mean xxx not 
117, You know cre yeah active creative and all that but not like the
118, the do practical down to earth uh breath you know money ma and
119, like you know 
120, ut not practical as far as the 
121, Well may eh may maybe k dai s heb to hire a money minded guy for
122, this 
123, aggre 
124, So you know what I mean 
125, yeah so the problem is though that 
126, s opposed to as opposed to xxx 
127, they re so beyond like you know they re so beyond it financially
128, now that they can t hire anybody breath 
129, mhm 
130, So um 
131, Well he ll have to he ll have to so to speak um raise his own
132, salary 
133, I mean 
134, breath Well that s what s yeah that s what s happening but it s
135, very very shver s yid so like you know breath 
136, xxx 
137, Right 
138, What yeah th a little bit comes in here a little bit comes in
139, there you know 
140, mm 
141, ut uh like in a lot of the thi the people that you know we
142, approached in Toronto 
143, mhm 
144, They like promise and then people don t follow through and you
145, know 
146, Sure 
147, You always have to f follow up is one of the things you know 
148, yeah no but like even when you follow up and then they say well you
149, know we re going to be in Israel like after the Chagim 
150, nd breath you know like thanks a lot 
151, Like 
152, mm 
153, xxx 
154, breath 
155, Right 
156, nd and and yeah well we d like to you know start a project 
157, in a few months from now laughs Like breath So in the meantime
158, and a lot of the he you know couldn t afford to keep on a lot of the
159, staff 
160, and so the lo lipsmack 
161, mhm 
162, a lot of staff have left and and so he s there on his own with all
163, this stuff he s uh 
164, uhhuh so so it s a nightmare 
165, Very very very diff 
166, breath It was very difficult 
167, So he s he s struggling like crazy 
168, breath 
169, asically 
170, xxx 
171, nd uh you know then on top of it he s like he s in the middle of
172, nowhere here stranded like uh breath 
173, Right so that 
174, We thought that it was every half hour 
175, We re right near Kiryat Sefer so like everybody s telling us that
176, these buses from Kiryat Sefer go out every half hour and you know
177, breath 
178, xxx 
179, being more and more service but it s like every half hour during
180, rush hour like eight and five 
181, ut breath 
182, xxx 
183, for like three for an hour or two at a time like but you know that
184, you can have stretches of the day where like for three hours there s
185, no bus 
186, There s no bus so it can be real pain 
187, So yeah and then like until you get 
188, the the bus goes through Kiryat Sefer and then it goes into Geula 
189, Like until you get into Yerushalayim it s like an hour 
190, Right so 
191, Not forty minutes 
192, So it s a lot of time 
193, and then yeah 
194, nd then like if you re well Danny doesn t have to g the truth is
195, Danny you know is in town so it s not such a big deal to get from
196, Geula to town 
197, ut um 
198, Right that s xxx 
199, It s only a five minute walk 
200, ut for me like it s like to get from Har Nof after that 
201, Pain 
202, You have to take xxx that bus whatever 
203, Pain in the neck 
204, It s like an hour and a half you know just 
205, uhhuh 
206, So uh so that s a real and then you also have to go and walk into
207, Kiryat Sefer 
208, Like it s also a walk 
209, Like a fifteen twenty minute walk in the blistering sun breath 
210, 
211, So um 
212, So it s not easy 
