,0
0,Well How do you feel about that 
1, Well that s okay That was weird laughs 
2, laughs 
3, yeah I thought I had to start right away my god I have another
4, half an hour 
5, You better have a lot to tell me 
6, laughs 
7, laughs I don t know 
8, I don t know 
9, I don t have a lot to tell you because my life is much the same
10, here just lots of company 
11, Lots of kids 
12, ut it was fun 
13, It was fun to have them you know like do things with them that I
14, don t ordinarily do 
15, nd now um Mindy is coming with her family on Monday so we decided
16, we d take about five days off 
17, They ll be here for two weeks so we ll be here for the second week
18, with them 
19, nd that will be good 
20, uh moans 
21, yeah breath nyhow she s so busy did you get her invitation for
22, the 
23, I did and I sent back uh my yawn 
24, oh good distorted 
25, R S V P for just just for one of us though because 
26, yeah 
27, ob has that s the same day that um 
28, you know tha the thing that uh we usually go to in oca Raton 
29, yeah down in Florida yeah 
30, yeah well this year they switched it from 
31, Where is it 
32, November to 
33, October distorted 
34, or from December whenever it was 
35, yeah right 
36, to that it starts that day 
37, oh phoo 
38, lipsmack So 
39, Now where is it taking place now 
40, In oca Raton again 
41, oh again 
42, ah 
43, So I think what I m going to do is um 
44, well we ll just we ll both probably xxx the way it works I ll just
45, leave the same time except I will head for 
46, yeah yeah 
47, oh great 
48, there and he ll head for Florida 
49, great 
50, oh great 
51, Well I m going to take uh a room in that in the hotel too over the
52, weekend I think I ll probably go in earlier in the week breath 
53, nd uh 
54, but I thought I d also stay at the hotel because there will be so
55, many people there breath that I d like to see 
56, ah 
57, So I I I if you if you uh saw that response card it said
58, something about calling the Hilton and Mindy had a special pri a
59, rate 
60, yeah 
61, for distorted the family which was seventy nine dollars so if
62, it s breath anything other than that xxx stuttered insist
63, that you re with the Landau party 
64, oh 
65, okay 
66, ecause Huck s sister had called and they had told her ninety nine
67, dollars and Min and when I spoke to Mindy she said she had just
68, rechecked with them 
69, this week so there was some misunderstanding there 
70, huh 
71, but nevertheless breath We re looking forward to it 
72, It s the first family get together we ve had in a long time
73, distortion 
74, I know that s why I 
75, would 
76, ye a h 
77, don t want to miss it 
78, I 
79, yeah and so distorted it should be fun distortion 
80, I don t know uh 
81, hey I you know I wrote my dad and asked him if he was going or 
82, oh I ho should hope so 
83, Gosh distorted 
84, I hope so too 
85, isn t that far for them 
86, No 
87, It s 
88, No 
89, eh 
90, Have you seen them at all lately 
91, lipsmack No I haven t 
92, xxx distorted 
93, I haven t been back I m going to be in Philadelphia in September 
94, 
95, oh 
96, with um 
97, a book 
98, uhhuh 
99, and 
100, actually I ll be in in oston too for 
101, oh 
102, Which which book is it now 
103, It s the next mystery distortion 
104, the mystery oh distortion 
105, yeah 
106, well then good 
107, It seems to be what I can sell at the moment so 
108, Well that s great 
109, re they selling well 
110, I think they re doing okay and this time they re 
111, Good 
112, sending me around and um yawns 
113, yeah distorted 
114, breath so I ll be in Philadelphia then and then I thought if if
115, it turns out that 
116, oh distortion 
117, it s too crowded you know that sometimes they 
118, send you in and there s no real block of time 
119, oh yeah 
120, then um then after the bat mitzvah s heb bar mitzvah s heb
121, bat mitzvah s heb but anyway 
122, yeah distortion yeah 
123, um ob will still be in Florida for for a couple mumbled so I
124, think I ll go up 
125, yeah xxx distortion 
126, like to Philadelphia again 
127, oh good distorted 
128, yeah 
129, yeah oh well that would be nice 
130, and then I can really visit there s a lot of people I d love to see
131, I haven t 
132, oh I know xxx distortion 
133, breath I haven t seen Pearl 
134, How is Pearl doing 
135, oh I just talked to her 
136, She had another setback about two weeks ago she had a small stroke
137, 
138, oh my god 
139, but she was in the hospital with that for a week but I just talked
