,0
0,oh fun distortion 
1, I know and he invited the whole family 
2, You re kidding 
3, No 
4, but you all got dressed up right 
5, yeah it was 
6, we had everybody get really dressed up 
7, uhhuh distortion 
8, you did 
9, It was so fun 
10, oh how fun 
11, oh neat so so how did th did they have a place for the kids 
12, that s neat 
13, t xxx distortion 
14, Not really you know what he just rebuilt his um parents house 
15, because he bought it from them 
16, distortion oh wow distorted 
17, so you just you know it s like an empty basement so they could go
18, down run around that kind of thing 
19, yep 
20, so it was fun 
21, lipsmack oh good 
22, so you know what your party was it all couples or was there some
23, kids or 
24, it was mixed it was half and half girls and boys but most we had
25, about 
26, four or five couples 
27, oh 
28, and there was a couple single people but 
29, oh yeah 
30, um there was an even girl boy 
31, yeah oh good 
32, yeah echo so it was nice and they all 
33, somewhat knew each other most of them were from church 
34, yeah 
35, and um see they have a really big youth group we didn t invite
36, everyone just a couple people 
37, yeah 
38, from church and then um 
39, one of Leith s friends from high school and a couple that are
40, from England 
41, that are friends of his mom and dad s that we 
42, oh 
43, No so lipsmack breath just you know 
44, yeah 
45, all different people but it was fun 
46, oh how cool 
47, We had a good time 
48, that s neat 
49, yeah 
50, It s fun having parties 
51, I know it was really fun it s expensive though 
52, breath 
53, we 
54, I know distorted 
55, I don t know how I thought uh the whole time I was thinking about
56, you like 
57, the party you put on for our wedding and I m going oh my gosh how
58, do they afford these parties even Christmas Eve I bet it s expensive
59, 
60, laughs 
61, oh but like renda had um dinner tonight 
62, really 
63, by the time she bought the shrimp and all uh she bought all these
64, special 
65, little things 
66, yeah I m like man that must have cost her a mint 
67, It was really good 
68, so who who s she having is she having gasp 
69, wait a minute are you there Christmas Eve I what time when what day
70, is it 
71, um it s the day before Christmas Eve 
72, okay the twenty third distorted 
73, So 
74, you know sh it was Saturday though so she had 
75, I see 
76, mom over for dinner 
77, oh 
78, and you 
79, yeah and us 
80, and then Sister Marilyn was there too 
81, oh good distortion 
82, oh did you guys like it did she have fillet 
83, so 
84, yeah she did 
85, She had that when we were there too 
86, It wa 
87, It was it was really good 
88, I love h doing that having dinner at her house 
89, yeah she always makes it 
90, isn t that nice 
91, it s well you know you can tell she enjoys making it 
92, breath it s just good laughs 
93, I know she always 
94, breath but I d say distorted 
95, She made this salad dressing my breath after 
96, inhales I know what it is 
97, ah eh do you 
98, yeah 
99, after she after she fi we ve all finished dinner I went back in
100, the kitchen and ate some more laughs 
101, well distortion sesame 
102, Me too is it se sesame she put sesame oil 
103, mhm you know what no this is a different one I think this is the
104, first 
105, oh she must ve made a new one 
106, yeah she made a new one but it was really good 
107, oh xxx distortion 
108, she was telling me about the sesame oil one 
109, really 
110, yeah I should try that one 
111, that s my favorite 
112, well remember we you and I went to the first one she made 
113, I m not 
114, It was me you ob and the kids 
115, oh yeah 
116, then she had ndy and Chris once and she had Yvonne and Patrick
117, once then she had just mom 
118, and Yvonne and Patrick once 
119, oh I think that s it 
120, nd then 
121, She s had a dinner every year 
122, distortion yeah distorted yeah breath it s so expensive
123, whispered breath couldn t believe it 
124, how fun 
125, I know 
126, So anyway 
127, but yeah so what else 
128, oh Steven 
129, a couple of weeks ago had a pain in his side 
130, brought him into Elvo and he said oh I think he s constipated and
131, I m like well that s possible because I did run out of fruit 
132, and Steve is like a big fruit eater you know 
133, oh breath 
134, How funny I ran out of fruit laughs 
135, yeah 
136, So I ended up um giving him an enema type 
137, not a real enema but like this oil thing 
138, uhhuh 
139, and um everything was fine breath and then today he laid back to
140, have his hair rinsed out you know shampooing it 
141, yeah 
142, and um he screamed in pain and and 
143, gasp 
144, pointed to the same spot 
145, uh oh 
146, So I m like uh oh what s going on 
147, So 
148, I just kind of you know said oh you ll be okay 
149, and then about a half hour later he s on the f computer room floor
150, 
151, crying 
152, and I m like Pau ob what s wrong with Steve breath and he was
153, complaining about his stomach again 
154, aw jeez 
155, So we brought it him into Elvo and then um 
156, He said he 
157, he said he either had problem with his kidneys or um appendicitis
158, 
159, oh distortion no distorted 
160, So he tested his urine and i nothing showed up in that so he said
161, it s most likely 
162, his appendix is sore 
163, and probably inflamed 
164, and so it probably inflamed but he didn t really want to do
165, anything 
166, No you mean because it s uh obviously not 
167, you know 
168, 
169, that severe I don t know 
170, going to 
171, oh how distortion funny distorted 
172, so he said just wait it out and keep an eye on him 
173, So I m like oh 
174, yeah you don t want it to burst or whatever 
175, yeah 
176, oh usually they well you d think they d send him in for an
177, ultrasound to look at it 
178, I would think so but maybe because of the holiday 
179, distortion you know distorted 
180, distortion yeah distorted 
181, I don t know 
182, No it s Rosie got a half hour laughs oh yeah Lacey says who is it
183, oh lipsmack 
184, Do you have to leave 
185, gasp oh do you have to go 
186, No 
187, oh okay 
188, eh no I said he just said who is it inhales so lipsmack 
189, oh 
190, distortion aw that s scary that distorted 
