,0
0,I m good how are you 
1, eh okay th my flight plans everything are so c crazy you know if
2, if your mom was getting married one week later 
3, uhhuh 
4, I would ve been able to save about three hundred dollars 
5, oh no 
6, ecause all of t all the airlines are dropping their rates
7, September fifth to six hundred and fifty dollars round trip 
8, oh 
9, ut but uh it was too late laughs 
10, yeah breath 
11, That s too bad distortion 
12, nd when I m coming into New York the first day I apparently I m
13, stuck their for twelve hours in New York 
14, I can t get a continuing flight to uffalo until five in the
15, evening 
16, I m landing at five in the morning 
17, oh 
18, ut hopefully my friend ea who was in the merican class 
19, yeah 
20, quite a few y She she lives in New York city in the area now 
21, So hopefully she ll be meeting me for the day 
22, oh that s good 
23, So it shouldn t be too bad then you know if we can spend the
24, day together 
25, breath You know Hugo and Shoshana live there 
26, Do you know them 
27, Who 
28, Hugo and Shoshana 
29, I vaguely remember them 
30, They re um I guess it s like um Opa s nephew is Hugo so it was
31, like Ferdie s 
32, yeah 
33, uncle or cousin or something distorted 
34, No I I remember the name 
35, They re really nice and and they come to Israel every once in a
36, while because their kids one of their kids lives in Israel and 
37, oh wait is that the one who who who is it that lived in Jerusalem 
38, 
39, eanie 
40, um 
41, What 
42, There s some relative of Ferdie s that lives in Jerusalem 
43, No it s not them 
44, Those are the Epsteins 
45, ah the Epsteins 
46, okay 
47, um no this 
48, ut that s your mother s side the Epsteins right 
49, No actually that s Ferdie s side also 
50, I mean your grand your 
51, Ferdie s mother s side right 
52, Right right 
53, Right 
54, ut anyway they they live in New York City in Queens and they re
55, really nice so if you get stuck like you know I could give you their
56, number or something laughing 
57, uhhuh 
58, yeah well no I hopefully it will be okay laughs 
59, yeah 
60, um lipsmack what was I going to say um ah so anyway uh I m
61, basically what I m doing I m I ll be just like only four days in
62, uffalo 
63, uhhuh 
64, nd of them in fact only th Grandma Ruth and Grandma Henning
65, will only be there for three 
66, Really laughing 
67, The last xxx the last day I ll s be spending with my friend 
68, Cathy 
69, uhhuh 
70, nd then I m going to Johnny and I think we have 
71, When are you getting to Johnny s 
72, I m flying in on the twenty eighth 
73, oh th I ll probably just be leaving Michigan then 
74, y ya 
75, Like to drive to South Carolina 
76, uhhuh 
77, I xxx 
78, ecause he s getting I me he s got off from the twenty eighth and
79, right now I ve got a flight that I m coming in like ten or eleven in
80, the morning something like that 
81, okay 
82, nd then 
83, nd when are you all coming to South Carolina 
84, I 
85, What 
86, When are you going to South Carolina 
87, I m not sur I mean I don t know if he s planning on doing it wait
88, the l the luncheon or dinner thing is on the second right 
89, um 
90, I don t know 
91, Let me 
92, I think your mom said their was something planned the day before
93, for the family 
94, yeah um I have to find that calendar here um 
95, yeah it might be like there s some dinner the night before that
96, could be 
97, I think so 
98, So I don t know whether we ll drive down the thirty first or the
99, first or if whether I don t know exactly whether he s going to do it
100, in you know one day or two days 
101, oh 
102, yeah breath um you know what 
103, um Cynthia s coming and David and their kids 
104, oh great 
105, nd they were going to bring Ralph but I guess he s they re not
106, sure now because they just found some kind of cancer in his brain 
107, 
108, oh no they 
109, Or some a spot in his brain li you know he had lung cancer is that
110, 
111, I know and they were so optimistic 
112, So th anyway they just found something and they re going to start
113, treating it like this week so now they re not sure if he can come
114, but mom thought it was so sweet that he wanted to come 
115, yeah 
116, ut are they going to still come 
117, I think so 
118, I mean 
119, Who else but cousins are coming do you know 
120, um bby s coming 
121, uhhuh 
122, With the baby and Michal 
123, uhhuh 
124, nd you know they re they re livin they re going to be moving to
125, Detroit 
126, yeah I heard that they were going to be living clo not far from
127, Johnny 
128, yeah breath um and then lipsmack um pe let s see Pevie s
129, coming 
130, mhm 
131, nd like I m not sure if if the whole family is or just him 
132, mhm 
133, um and mom s not sure about Ethan and rlene yet though I mean
134, Ethan and Ethan and his new wife oops laughs 
135, hm 
136, yeah 
137, Is um 
138, Is Marianne coming do you know 
139, I don t know 
140, Mom didn t mention that 
141, ecause I know she was in touch with since Dmitri s been in that
142, area 
143, I think she was in touch with l and Marilyn was really nice 
144, yeah yeah 
145, lso it would be nice if Eileen would come laugh 
146, uhhuh 
147, You remember Eileen right 
148, Well I ve only met them like maybe once or twice 
149, ecause Eileen s uh more or less your age 
150, No I think she s a bit well maybe but I I don t know her 
151, uhhuh 
152, I might have met her once 
153, Very sweet 
154, yeah I hear she s nice 
155, She yeah I really li I was really impressed with her when we
156, visited there two years ago 
157, yeah 
158, Tell me something do you or Dmitri or anyone in the family have
159, email yet 
160, um yeah we a we all do well no not all of us 
161, I do but I m about to I m losing it 
