,0
0,Media audio
1, although they do look a li 
2, a little xxx Laura 
3, What did Laura say 
4, Laura saw it 
5, and an her her comments were that the commentators seem pretty
6, high on the Skins 
7, yeah 
8, everyone did 
9, actually she distortion 
10, although I have to say after the game last night 
11, xxx 
12, um beating Saint L or whatever Phoenix 
13, oh 
14, wha or rizona whatever they re called was certainly no great feat
15, 
16, I I know eh but Miami 
17, they are awful 
18, eh 
19, They re really bad 
20, How s Penn doing 
21, Penn is not yet it hasn t started 
22, xxx 
23, oh it hasn t started yet oh I didn t realize that 
24, nope 
25, but I will keep you 
26, how come Laura s team started 
27, I don t think we played this week 
28, yeah the 
29, No I think you re right the Ivies start later exhale 
30, see we don t play as many games 
31, right 
32, d how did Laura s do 
33, Well exhale 
34, laughs that figures laughs 
35, I haven t heard from her inhales 
36, bu 
37, Well write to her she ll like that laughs 
38, I try it s so hard mom you don t understand how little time I have
39, to do anything these days 
40, Yes I do laugh inhales laughs 
41, and it s like impossible I ve been waiting to find a half an hour
42, when I could call because I can only use like it s like I have to
43, use the whole half hour 
44, and there hasn t been a time where I actually could just sit on the
45, phone for a half hour laughs 
46, oh 
47, oh We have to go talk for a half an hour you can t split it up 
48, No 
49, Not for free 
50, oh 
51, that s weird 
52, Well this is something very important 
53, We got the Washingtonian 
54, yeah 
55, uhhuh 
56, and distortion they sa 
57, but did you get Playboy 
58, laughs 
59, Playboy 
60, yeah a girl in my class is in it 
61, What laughs 
62, I told you about that 
63, girl in my med school class is in this month s Playboy 
64, oh 
65, oh I didn t realize that I thought it was a long time ago Playboy 
66, 
67, No that was when she 
68, she did the posing over the Summer 
69, yeah 
70, oh I see 
71, but exhale it s this month 
72, hm 
73, Yes it was very funny at the train station yesterday 
74, When Elliot went to go get his um 
75, what you called 
76, aron s whatever 
77, and I m like oh do they have Playboy here let s get it laughs 
78, yeah 
79, eh 
80, laughs 
81, laughs and everybody is looking at me 
82, Do you know her 
83, What 
84, Do you know her 
85, yeah 
86, I know her well 
87, she s a little bit weird laughs 
88, She s beautiful 
89, hm 
90, exhale 
91, This is strange doesn t that seem like a strange thing to do 
92, Yes 
93, I think so 
94, I think it s 
95, I mean what kind of a reception did it get 
96, Mostly just like a gossipy 
97, I mean you mean the actual picture 
98, I mea i 
99, No I I meant I no no I meant what you re saying just gossip 
100, just as you 
101, yeah just everybody talking about it 
102, I think it s a s a very peculiar way to launch your medical career
103, laughs 
104, and I agree 
105, anyway so what about Washingtonian 
106, y 
107, very foolish girl no it s going to follow her that ll follow her
108, forever 
109, mhm 
110, but what abo 
111, It really might not be bad 
112, oh come on o 
113, It s a good picture 
114, exhale 
115, yeah but is that the kind are going to want go to a doctor who has
116, been a Playboy bunny 
117, You d be surprised what people will go to I didn t say I would but
118, you d be surprised what 
119, people will do 
120, Well I w 
121, It s it s publicity 
122, maybe going to med school was a great way to launch her career as a
123, Playboy model 
124, xxx distorted 
125, that s right 
126, laughs 
127, Is that what she said 
128, laughs no 
129, anyway 
130, So what about Washington 
131, Well what was it no well what was gasp 
132, alright Washingtonian is a lot more important laugh 
133, com breathes heavily throughout her speech 
134, They said that Maid rigade is a national franchise laugh
135, inhales 
136, laughs 
137, So y you if you need a maid you can call Maid rigade and you
138, could get 
139, oh god 
140, laughs 
141, but I I already cleaned up my apartment 
142, yeah but it ll get dirty again believe me laughs 
143, laughs 
144, ut I told I wrote you about how Elliot cleaned it up this weekend
145, didn t I 
146, ut does he always want to do it 
147, No and he didn t clean it like Maid rigade laughs would he just
148, picked the papers up off the floor laughs 
149, laughs I I sort of had a feeling that might be the case laughs
150, 
151, He cleaned the ki he actually cleaned up the kitchen a little bit 
152, 
153, di 
154, and made and got brunch 
155, that was especially good 
156, Did you get my message about Hong Kong 
157, that you ll try 
158, and that I should make su 
159, no that 
160, three days 
161, How many days and all 
162, yeah I think I get there around noon 
163, Lau 
164, and that s one of the three days 
165, that s not in uh 
166, if you get there noon that means you won t get like to a hotel and
167, everything until 
168, two three in the afternoon 
169, that s days yeah 
170, so you have the evening you have one evening 
171, okay well I can do another day the problem is that like cuts down
172, my time in Singapore 
173, yeah tha 
174, oh oh well hm 
175, like I don t I don t have that much time I had to leave on Sunday 
176, 
177, Do you have to make the do you have to make the decision that when
178, you go to Hong Kong now I mean can you change the reservation with
179, no cost later 
180, I ve got until like the twentieth I think 
181, no no no I mean once you ve done it and you re coming out here and
182, you decide you want to leave a day early 
183, I thought you know how those things are I could probably go standby
184, but the thing is the flights are really packed 
185, they are 
186, that s the trouble well well the packed flights I sure to Hong Kong
187, might not be packed 
188, right 
189, granted 
190, that s what I mean th th th you could move that par 
191, except there s the flights from there to Hong Kong are the flights
192, back to the States 
193, and we re talking like January first 
194, Well that s true 
195, yeah 
196, and so that s when everybody goes back 
197, but 
198, ut you re not going to change that 
199, You re right 
200, No no not that you re missing the point 
201, the point my point is a United flight from Singapore to Hong Kong 
202, 
203, yeah 
204, is one that goes Singapore Hong Kong U S 
205, It ll be crowded yeah 
206, um U S yeah 
207, So those flights will still be tight 
208, You wouldn t believe how much trouble I had getting reservations 
209, 
210, oh 
211, yeah I would 
212, I believe it yeah 
213, I figured uh 
214, actually 
215, We re having trouble 
216, Now all the places are full because like my ha was wait listed I
217, was wait listed to get to Japan 
218, mhm 
219, and then this this woman Leigh Turbush that 
220, mhm 
221, You know our friend here 
222, She s trying to go to Hawaii 
223, on this week and she s been trying for weeks but she can t get on 
224, 
225, well that s that s uh Japan Hawaii is is very crowded 
226, mhm 
227, yeah 
228, Japanese are just 
229, oof 
230, uh really apparently travel xxx 
231, yeah but I mean the time of year doesn t matter 
232, no apparently it doesn t matter 
233, yeah 
234, you should have heard it was amazing I called every airline as you
235, know only I can do 
236, right 
237, laughs 
238, and I called uh it was with much hesitancy that I called
239, Continental 
240, because I hate them so much 
241, yeah 
242, I was on hold for ten minutes while she figured out this route I
243, should ve known that if it took her ten minutes I should ve hung up
244, 
245, She had me st go from like Philadelphia to New York to San
246, Francisco to L 
247, to Hawaii to Guam 
248, to Hong Kong to Tokyo to Singapo laughs I mean she had me 
249, everywhere 
250, I think they re the only ones who go to 
251, laughs and she d for three thousand dollars 
252, laughs I was like are you joking 
253, Uy 
254, oh I have take fr 
255, in a couple weeks I have to Guam and they re the only ones that go
256, there laughs 
257, the Continental 
258, Continental yeah 
259, That s funny laughs 
260, inhales good luck can you at least go business class 
261, I don t know if I can or not 
262, yeah oh by the way you were right with Singapore ir it s only
263, business class or first class goes 
264, Right xxx miles 
265, to frequent flyers 
266, Right yeah 
267, They go um Singapore ir takes you around 
268, through Europe 
269, they do a route that way yeah 
270, yeah that s how they like to go 
271, if if I you know could have gone specially through Hong Kong 
272, right 
273, but that was more a little bit more expensive 
274, and they they al they also have connections with Delta 
275, yeah 
276, they only give miles on Delta but you can buy Delta seats on there
277, 
278, right well that s they were actually they were going to send me on
279, T W 
280, I almost thought it would be worth it to do that instead of the
281, United because 
282, uh fewer connections but I th instead of connecting in um 
283, eh well I mean it is a lot further to go through Japan and all that
284, nonsense 
285, but the problem with Singapore ir is I have to through New York
286, through J F K 
287, Uy 
288, which I now remember going from the domestic terminal to the
289, international terminal laughs 
290, right 
291, well T W is not too bad 
292, you have to walk a little bit but 
293, yeah no I mean it s just not 
294, shi it just yeah 
295, it s not saving me much if I have to go through New York 
296, but Tokyo is a bad place to layover 
297, Tokyo is a ba and I have like an eight hour or five hour layover
298, there 
299, I know yeah usually yeah 
300, five hours 
301, It s crazy 
302, It s not that bad by the time you slept xxx laughs it s such a
303, it s really 
304, No but it s annoying that I have to go through Tokyo that I can t
305, just fly from Hong Kong home 
306, inhales right 
307, exhale 
308, that is annoying 
309, I m surprised you didn t go Hong Ko the the stutters They do
310, have route where s does it go Tokyo to where 
311, San Francisco 
312, yeah was it is or Hong Kong San Francisco 
313, yes 
314, but it s full 
315, United does have that 
316, oh it s full I see 
317, at that the other I mean at that price level I could pay more
318, probably 
319, mm 
320, which maybe I ll look it maybe I ll find out how much more I have
321, to pay laughs 
