,0
0,shit I probably get like raped and killed and drawn in cord they re
1, probably going to sell me into white slavery on the way you know
2, they do that in Morocco laughs 
3, oh yeah but it s I mean it s i I mean people I ve been to Columbia
4, before I went to Columbia I m like they re going to skin me alive
5, and it was this really civil place and I ve been to Morocco actually
6, I was in Casablanca 
7, it has a very modern airport and 
8, you know it depends what you re looking for if you re looking for
9, the casbah and like hashish bars you ll find it but 
10, coughs 
11, coughs coughs 
12, you know 
13, coughs 
14, I mean I suppose I could travel there by myself 
15, inhales Well we should meet down there just think how wild that
16, would be be so cool 
17, Well it d be wild why do you have to go to Morocco you know they
18, they like they they rape women there they they they we re like you
19, know 
20, laughs 
21, oh and they don t in rooklyn laughs I heard some guy just uh 
22, 
23, just gassed some dude working at a McDonald s and and lit him on
24, fire in rooklyn 
25, laughs yeah that s the news from over here that we got over here
26, 
27, oh really 
28, you guys are getting all the good news I don t know I m a total
29, like social political pinhead I haven t read the newspaper in a
30, month 
31, I broke up with my boyfriend I have an excuse I m tired of reading
32, the fucking newspaper I don t want to know that President Clinton is
33, sending troops to osnia and that we re going to lose the lives of
34, like you know 
35, xxx 
36, many young merican men and all those going but they re all black
37, and Hispanic who cares laughs sure let s go distorted 
38, no it s true 
39, while you re getting massages from young Hispanic men laughs 
40, razilian excuse me hot oh shit man I I swear to god I m just going
41, I m jumping him in the broom closet 
42, xxx 
43, You ve never done a razilian have you 
44, No 
45, Well I ll tell you honey 
46, com with a fake accent 
47, what do you think are they hot 
48, It s a paradigm shift laughs 
49, laughs 
50, It s a paradigm shift 
51, laughs I am such a dirty old woman I don t want to I don t want
52, to sleep with any of these eligible bachelors that I ve been going
53, out with I ve been going out with some eligible guys but they re all
54, like just so geeky they re old they re not interesting you know but
55, this guy is like 
56, exotic laughs 
57, why don t you start going to uh 
58, I m sick I have a disease 
59, you should skrank n him and then 
60, you should see you hang out in these re yuppie crowds you should
61, like call up 
62, yeah 
63, call up Mike Michael ask ask him to invite you out to like some art
64, openings meet some groovy guys you know what I mean 
65, go to Nick s next opening you know what I mean 
66, coughs 
67, I m sure his girlfriend will like it when he starts inviting me
68, places laughs 
69, oh who fucking cares about his girlfriend she pisses me off 
70, laughs 
71, she s got like a stick up her butt or something 
72, Nobody I know likes her including me laughs 
73, that woman pisses me off 
74, yeah she s not one of my favorite people she like she took
75, Michael s spirit away or something 
76, I know man he was like we were close before she moved in 
77, He was fun fun fun 
78, before she moved in 
79, and then yeah like what happened laugh 
80, I resent the hell out of her I admit it 
81, I resent the hell out of that woman 
82, com evil tone 
83, yeah 
84, but anyway it doesn t matter 
85, So you think I won t be like drawn and quartered raped and sold
86, into white slavery on the way to Ca Casablanca 
87, No xxx distortion what are you talking about 
88, How would I get there from Madrid like just train how much is it
89, going to cost 
90, okay for one 
91, uh 
92, You should fl Casablanca is a big airport big international air 
93, 
94, oh I should fly there 
95, yeah well you can get see they have cheap um 
96, What you need to do is look into Moroccan irlines they they have
97, really cheap charters 
98, uhhuh 
99, to uh to Madrid but they stop in Casablanca 
100, so I bet it y it would be even cheaper 
101, if you got just straight to Casablanca 
102, coughs yeah but coughs 
103, I was planning on staying until like January the twelfth 
104, Well that s fine so then you just co 
105, so I don t want to fly out of Casablanca 
106, or you could 
107, you know you could make it um round trip to Madrid 
108, but instead like try to 
109, just get off in Casablanca first 
110, yeah 
111, what what are how are you getting to Casablanca 
112, um 
113, well we re actually meeting in Marakesh 
114, tsk um 
115, but they re flying into Casablanca and then going to Marakesh
116, breath 
117, but uh I m going to take uh 
118, I guess maybe I ll go cheap as I can like a bus down to Moniga 
119, xxx which is 
120, because I ll travel back to Madrid with you 
121, yeah we ll just take a bus back up but like overnight 
122, Now when do you go back to work 
123, Work is kind of sporadic one starts 
124, uhhuh 
125, on the 
126, thir d groaning on the like fourth 
127, uhhuh 
128, but then there s a weekend and the next one starts 
129, next time it starts on the sixth on the Monday 
130, after that 
131, so basically the sixth 
132, uhhuh 
133, I think wait let me check my little book here 
134, uh 
135, December this is all free for you right 
136, What 
137, this phone call 
138, yeah yeah 
139, oh that s cool 
140, this is all fucking free man we re talking for free 
141, okay so wait 
142, oh bud man I miss you I miss you so much I can t tell you 
143, oh girl get your bony ass over here and we ll like party xxx
144, distortion 
145, Well I am going to get my distortion 
146, my ass is bonier too like I ve lost weight and everything 
147, You re have the most laughs 
148, you know because I I m like I m like a dog in heat I m going like
149, 
150, End
151,
