,0
0,Media audio
1, yeah how s your sister doing 
2, mor co yeah adv int how aux be S det poss your n sister part do PRESP
3, 
4, gra COM LINK UX MOD PRED ROOT PUNCT
5, breathes she s doing okay she s got a pretty bad cold right now
6, um but other than that she knows she s going to have a girl 
7, mor pro sub she aux be S part do PRESP adj okay pro sub she aux be S
8, part get P STP det art a adj pretty adj bad n cold adv right adv now
9, conj but qn other prep than pro dem that cm cm pro sub she v know S
10, pro sub she aux be S part go PRESP inf to v have det art a n girl 
11, gra SU J UX XJCT PRED SU J UX CMOD
12, DET JCT MOD O J JCT POSTMOD
13, CONJ COORD NJCT PO J LP SU J
14, ROOT SU J UX COMP INF COMP
15, DET O J PUNCT
16, she does 
17, mor pro sub she v do S 
18, gra SU J ROOT PUNCT
19, yeah she s having a girl 
20, mor co yeah pro sub she aux be S part have PRESP det art a n girl 
21, gra COM SU J UX ROOT DET O J PUNCT
22, how far along is she 
23, mor adv int how adv far prep along cop be S pro sub she 
24, gra LINK JCT JCT ROOT PRED PUNCT
25, ho let s see she s due in January like the bet betw middle
26, uh the breathes I think her 
27, mor co ho v let pro obj us v see cm cm pro sub she cop be S n due
28, prep in n prop January prep like det art the adj middle det art the
29, pro sub I v think pro obj her 
30, gra COM ROOT O J COMP LP SU J COMP PRED
31, JCT PO J JCT DET PO J DET SU J
32, CMOD O J PUNCT
33, due date is like the twelfth I think of January 
34, mor adj due n date cop be S co like det art the adj twelfth pro sub I
35, v think prep of n prop January 
36, gra MOD SU J ROOT COM DET PRED SU J
37, CMOD JCT PO J PUNCT
38, so is she pretty much past her crucial period distorted 
39, mor adv so cop be S pro sub she adv pretty qn much adj past
40, det poss her adj crucial n period 
41, gra JCT ROOT PRED JCT QU NT MOD MOD MOD
42, JCT PUNCT
43, well no actually her worst period is is the middle trimester 
44, mor co well co no cm cm adv actual dadj LY cm cm pro obj her adj bad SP
45, n period aux be S cop be S det art the n middle n trimester 
46, gra COM COM LP JCT LP MOD MOD SU J
