,0
0,Media audio
1, I know well because they want to be totally irish
2, says previous two words in a fake Irish accent 
3, mor pro sub I v know adv well conj because pro sub they v want inf to
4, cop be adv total dadj LY adj irish 
5, gra SU J ROOT JCT LINK SU J CJCT INF
6, COMP JCT PRED PUNCT
7, even though like 
8, mor adv even adv though prep like 
9, gra JCT JCT INCROOT PUNCT
10, ow ow Robby is not even irish so whatever 
11, mor co ow co ow n prop Robby aux be S neg not adj even adj irish
12, adv so pro int whatever 
13, gra COM COM SU J ROOT NEG JCT PRED JCT
14, PRED PUNCT
15, oh okay 
16, mor co oh co okay 
17, gra COM INCROOT PUNCT
18, but Dave is kind of weird so you know clunk 
19, mor conj but n prop Dave aux be S adj kind prep of adj weird co so
20, pro per you v know 
21, gra LINK SU J UX PRED JCT PO J COM
22, SU J ROOT PUNCT
23, yeah 
24, mor co yeah 
25, gra INCROOT PUNCT
26, smacks lips but um yeah 
27, mor conj but co yeah 
28, gra LINK INCROOT PUNCT
29, xxx is when I think of Megan I think of 
30, mor cop be S conj when pro sub I v think prep of n prop Megan
31, pro sub I v think prep of 
32, gra ROOT LINK SU J CJCT JCT PO J SU J
33, CJCT JCT PUNCT
34, the only other Megan that I know and 
35, mor det art the qn only qn other n prop Megan pro rel that pro sub I
36, v know coord and 
37, gra DET QU NT QU NT ROOT LINK SU J CMOD
38, COORD PUNCT
39, that s not good breathes but 
40, mor pro dem that cop be S neg not adj good conj but 
41, gra SU J ROOT NEG PRED PRED PUNCT
42, she at school 
43, mor pro sub she prep at n school 
44, gra INCROOT JCT PO J PUNCT
45, no from high school 
46, mor qn no prep from n high n school 
47, gra INCROOT JCT MOD PO J PUNCT
48, Megan who urnett 
49, mor n prop Megan pro rel who n prop urnett 
50, gra INCROOT LINK CMOD PUNCT
51, mm 
52, yeah 
53, mor co yeah 
54, gra INCROOT PUNCT
55, laughs 
56, and she spelled her name with an h l too 
57, mor coord and pro sub she v spell P ST det poss her n name prep with
58, det art a n let h post too 
59, gra LINK SU J ROOT MOD O J JCT DET PO J
60, PQ PUNCT
61, mhm 
62, mor co yes 
63, gra INCROOT PUNCT
64, how did 
65, mor adv int how mod do P ST 
66, gra LINK INCROOT PUNCT
67, did she oh I don t know 
68, mor v do P ST pro sub she co oh pro sub I mod do neg not v know 
69, gra ROOT SU J COM SU J UX NEG COMP
70, PUNCT
71, yeah she did 
72, mor co yeah pro sub she v do P ST 
73, gra COM SU J ROOT PUNCT
74, huh 
75, that s disturbing 
76, mor pro rel that aux be S part disturb PRESP 
77, gra LINK UX ROOT PUNCT
78, but anyway um ooh god breathes okay so I m taking care of these
79, kids right 
