,0
0,Media audio
1, laughs I can t believe it 
2, mor pro sub I mod can neg not v believe pro per it 
3, gra SU J UX NEG ROOT O J PUNCT
4, laughs 
5, I know it s so soon yeah 
6, mor pro sub I v know pro per it cop be S adv so adv soon co yeah 
7, gra SU J ROOT SU J COMP JCT JCT PRED
8, PUNCT
9, that s so exciting and you and when do you take off from work 
10, mor pro dem that cop be S adv so adj exciting cm cm coord and
11, pro per you coord and conj when v do pro per you v take adv off
12, prep from n work 
13, gra SU J ROOT JCT PRED LP LINK SU J
14, LINK LINK CJCT SU J CJCT JCT
15, JCT PO J PUNCT
16, breathes um well I ll work right up to the end if I can 
17, mor adv well pro sub I mod will n work adj right adv up prep to
18, det art the n end conj if pro sub I mod can 
19, gra JCT SU J UX ROOT JCT JCT NJCT DET
20, PO J LINK SU J CJCT PUNCT
21, and my mom s 
22, mor coord and det poss my n mom poss s 
23, gra INCROOT MOD COORD POSS PUNCT
24, oh it 
25, mor co oh pro per it 
26, gra INCROOT O J PUNCT
27, coming um 
28, mor part come PRESP 
29, gra INCROOT PUNCT
30, breathes 
31, on the twenty seventh I think the twenty eighth of October the
32, baby is due 
33, mor prep on det art the det num twenty adj seventh cm cm pro sub I
34, v think det art the det num twenty adj eighth prep of n prop October
35, cm cm det art the n baby cop be S adj due 
36, gra LINK DET QU NT PO J LP SU J ROOT
37, DET SU J JCT JCT PO J LP DET
38, SU J COMP PRED PUNCT
39, she s coming in 
40, mor pro sub she aux be S part come PRESP adv in 
41, gra SU J UX ROOT JCT PUNCT
42, yeah she s going to come for a couple weeks 
43, mor co yeah cm cm pro sub she aux be S part go PRESP inf to v come
44, prep for det art a n couple n week PL 
45, gra COM LP SU J UX ROOT INF COMP JCT
46, DET MOD PO J PUNCT
47, wow that s great 
48, mor co wow cm cm pro dem that cop be S adj great 
49, gra COM LP SU J ROOT PRED PUNCT
50, but yeah baby is due October distorted first 
51, mor conj but co yeah cm cm n baby cop be S adj due n prop October
52, adv first 
53, gra LINK COM LP SU J ROOT MOD PRED JCT
54, PUNCT
55, is she coming by herself 
56, mor cop be S pro sub she part come PRESP prep by pro refl herself 
57, gra ROOT PRED XMOD JCT PO J PUNCT
58, yeah well yeah 
59, mor co yeah co well co yeah 
60, gra COM COM INCROOT PUNCT
61, oh good that s nice 
62, mor co oh adj good cm cm pro dem that cop be S adj nice 
63, gra COM JCT LP SU J ROOT PRED PUNCT
64, yeah 
65, mor co yeah 
66, gra INCROOT PUNCT
67, my god if she came with don that would be like 
68, mor det poss my n god cm cm conj if pro sub she v come P ST prep with
69, n don cm cm pro rel that mod will COND cop be prep like 
70, gra MOD INCROOT LP LINK SU J CJCT JCT
71, PO J LP LINK UX CMOD JCT PUNCT
72, that ll be good 
73, mor pro dem that mod will cop be adj good 
74, gra SU J UX ROOT PRED PUNCT
75, the horror of horrors laughs are you kidding laughs 
76, mor det art the n horror prep of n horror PL aux be PRES pro per you
77, part kid PRESP 
78, gra DET SU J NJCT PO J UX SU J ROOT
79, PUNCT
80, laughs I know says laughing 
81, mor pro sub I v know 
82, gra SU J ROOT PUNCT
83, like the last person I want my baby to imprint on laughs 
84, mor prep like det art the adj last n person pro sub I v want
85, det poss my n baby inf to v imprint adv on 
86, gra JCT DET MOD PO J SU J ROOT MOD
87, SU J INF COMP JCT PUNCT
88, laughs he wouldn t even hold it 
89, mor pro sub he mod will COND neg not adj even n hold pro per it 
90, gra SU J UX NEG MOD INCROOT O J PUNCT
91, I know channel no I doubt it 
92, mor pro sub I v know co no pro sub I v doubt pro per it 
93, gra SU J ROOT COM SU J COMP O J PUNCT
94, probab 
95, breathes I mean no it wouldn t be the kind of thing that I
96, mean he would just have a miserable time 
97, mor pro sub I v mean cm cm co no pro per it mod will COND neg not
98, cop be det art the n kind prep of n thing cm cm pro rel that cm cm
99, pro sub I adj mean pro sub he mod will COND adj just v have
100, det art a adj miserable n time 
101, gra SU J ROOT LP COM SU J UX NEG COMP
102, DET PRED NJCT PO J LP LINK LP
103, SU J JCT SU J UX JCT CJCT
104, DET MOD O J PUNCT
105, oh this would be a great time even Norman 
106, mor co oh pro dem this mod will COND cop be det art a adj great n time
107, cm cm adv even n prop Norman cm cm 
108, gra COM SU J UX ROOT DET MOD PRED LP
109, JCT PRED LP PUNCT
110, yeah distorted 
111, mor co yeah 
112, gra INCROOT PUNCT
113, Norman will be sort of superfluous dad laughs breathes 
114, mor n prop Norman mod will cop be n sort prep of adj superfluous n dad
115, 
116, gra SU J UX ROOT PRED NJCT MOD PO J
117, PUNCT
118, xxx yes well Norman has to work 
119, mor co yes n well n prop Norman aux have S prep to n work 
120, gra COM MOD ROOT COMP JCT PO J PUNCT
121, at the woman s xxx distorted 
122, mor prep at det art the n woman poss s 
123, gra INCROOT DET PO J POSS PUNCT
124, so he s not going to get to 
125, mor conj so pro sub he aux be S neg not part go PRESP inf to v get
126, prep to 
127, gra LINK SU J UX NEG ROOT INF COMP JCT
128, PUNCT
129, huh 
130, Norman has to work he s not going to get time off work 
131, mor n prop Norman aux have S prep to n work cm cm pro sub he aux be S
132, neg not part go PRESP inf to v get n time prep off n work 
133, gra SU J UX JCT PO J LP SU J UX NEG
134, ROOT INF COMP O J JCT PO J
135, PUNCT
136, oh yeah how s it going with work 
137, mor co oh co yeah adv int how aux be S pro per it part go PRESP
138, prep with n work 
139, gra COM COM LINK UX SU J ROOT JCT PO J
140, PUNCT
141, um it s going fine you know things are going well for both of
142, us I did he have a job the last time we talked I don t know 
143, mor pro per it aux be S part go PRESP n fine cm cm pro per you v know
144, n thing PL aux be PRES part go PRESP adv well prep for qn both
145, prep of pro obj us cm cm pro sub I mod do P ST pro sub he v have
146, det art a n job det art the adj last n time pro sub we v talk P ST
147, pro sub I mod do neg not v know 
148, gra SU J UX XJCT O J LP SU J COMP
149, SU J UX COMP JCT JCT PO J
150, NJCT PO J LP SU J UX SU J
151, ROOT DET O J DET MOD PP
152, SU J CMOD SU J UX NEG CMOD
153, PUNCT
154, I don t think so 
155, mor pro sub I mod do neg not v think co so 
156, gra SU J UX NEG ROOT COM PUNCT
157, yeah well he s breathes finishing up his dissertation he ll
158, finish it next month 
159, mor co yeah cm cm adv well pro sub he aux be S part finish PRESP
160, adv up det poss his n dissertation cm cm pro sub he mod will
161, v finish pro per it adv next n month 
162, gra COM LP JCT SU J UX XJCT JCT MOD
163, O J LP SU J UX ROOT O J JCT
164, PO J PUNCT
165, uhhuh 
166, mor co uhhuh 
167, gra INCROOT PUNCT
168, and um he got a job so it s only a six 
169, mor coord and pro sub he v get P ST det art a n job cm cm adv so
170, pro per it cop be S adv only det art a det num six 
171, gra LINK SU J ROOT DET O J LP JCT SU J
172, CJCT JCT DET PRED PUNCT
173, channel beep 
174, month thing but you know if they like him it ll go into a full
175, time position 
176, mor n month n thing conj but pro per you v know cm cm conj if
177, pro sub they v like pro obj him pro per it mod will v go prep into
178, det art a adj full n time n position 
179, gra MOD SU J LINK SU J ENUM LP LINK
180, SU J CJCT O J SU J UX ROOT JCT
181, DET MOD MOD PO J PUNCT
182, you re starting to sound Canadian laughs 
183, mor pro per you aux be PRES part start PRESP inf to v sound
184, n prop Canadian 
185, gra SU J UX ROOT INF COMP O J PUNCT
186, breathes laughs 
187, laughs 
188, breathes I know it s terrible isn t it 
189, mor pro sub I v know cm cm pro per it cop be S adj terrible
190, cop be S neg not pro per it 
191, gra SU J ROOT LP SU J COMP PRED PRED
192, NEG PRED PUNCT
193, breathes oh my god laughs 
194, mor co oh det poss my n god 
195, gra COM MOD INCROOT PUNCT
196, laughs well at least I don t 
197, mor co well prep at n least pro sub I mod do neg not 
198, gra INCROOT JCT PO J SU J UX NEG PUNCT
199, laughs xxx distorted 
200, say out out out and about
201, last three words spoken with Canadian accent 
202, mor v say adv out cm cm adv out cm cm adv out coord and adv about 
203, gra ROOT JCT LP JCT LP JCT CONJ COORD
204, PUNCT
205, out previous word spoken with Canadian accent 
206, mor adv out 
207, gra INCROOT PUNCT
208, he would what distorted they all say 
209, mor pro sub he mod will COND pro int what pro sub they post all v say 
210, gra SU J UX LINK SU J PQ ROOT PUNCT
211, oh drawn out 
212, mor co oh 
213, gra INCROOT PUNCT
214, god laughs 
215, mor co god 
216, gra INCROOT PUNCT
217, I know breathes but not only that when I speak french 
218, mor pro sub I v know cm cm conj but neg not adv only pro rel that cm cm
219, adv int when pro sub I v speak adj french cm cm 
220, gra SU J ROOT LP CONJ NEG COORD LINK
221, LP LINK SU J CMOD PRED LP PUNCT
222, breathes which I hardly ever do but occasionally I do 
223, mor pro rel which pro sub I adv hard dadj LY adv ever v do cm cm
224, conj but adv occasional dadj LY pro sub I v do 
225, gra LINK SU J JCT JCT ROOT LP CONJ JCT
226, SU J COORD PUNCT
227, when I speak french I have a french Canadian accent as opposed 
228, mor conj when pro sub I v speak adj french cm cm pro sub I v have
229, det art a adj french n prop Canadian n accent adv as
230, part oppose P STP 
231, gra LINK SU J CJCT JCT LP SU J ROOT
232, DET MOD MOD O J COORD ENUM
233, PUNCT
234, xxx 
235, to it breathes 
236, mor prep to pro per it 
237, gra INCROOT PO J PUNCT
238, god 
239, mor co god 
240, gra INCROOT PUNCT
241, a normal french accent which is 
242, mor det art a adj normal adj french n accent pro rel which cop be S 
243, gra DET MOD MOD INCROOT LINK CMOD PUNCT
244, laughs 
245, kind of weird like this person from the states having a french
246, Canadian accent 
