,0
0,yeah so yeah I ve been there like laughs five or six times 
1, Wow 
2, because I drove across the country three times 
3, I ve been there wait yes three times I think 
4, Well this is our second time 
5, yeah 
6, The first time we had been it was like twelve years ago Kevin and I
7, went on like a six week camping trip you know we hit 
8, uh that must have been fun 
9, You know Washington we hit you know from Idaho to Washington we
10, hit all kinds of national parks and stu distortion 
11, uhhuh 
12, oh yeah it s so beautiful huh 
13, nd you know 
14, You know we spent a l you know couple days in Yellowstone and then
15, 
16, you know a very little time in Grand Tetons but we spent a lot of
17, time in the national forests right around there because we xxx
18, distorted you know we were really camping and really serious 
19, uhhuh 
20, mhm 
21, nd like we went into Jackson the town and we were like 
22, ah frightened let me laughs out of here 
23, You know it was like a traffic jam and all these stores and we sort
24, of didn t know what was coming 
25, We were like oh my god traffic jams 
26, laughs 
27, uhhuh 
28, What kind of tourist hell is this 
29, Get us out of here laughing 
30, laughs 
31, of course then we were like you know let s stay here a couple days 
32, distortion 
33, inhales nd now you guys have a five year old and 
34, laughs yeah 
35, This is kind of cute 
36, oh look there s the enneton outlet 
37, sh 
38, oh you guys have really turned into yuppies huh 
39, laughs 
40, Scary 
41, laughs inhales What we shouldn t have a house in the suburbs 
42, Well if I m unemployed if I m unemployed I can t be a laugh
43, yuppie can I 
44, breath 
45, inhales Don t I need to be professional 
46, um 
47, yeah I guess 
48, Well Norm and I are worse because we live in the suburbs 
49, uh so 
50, Well really silly we ll save that for our self respects 
51, So are you coming or not 
52, re you coming or not 
53, re you coming or not whining 
54, I don t know 
55, It s up to my husband 
56, Hopefully he ll finish soon and uh 
57, and um 
58, I thought you said he was finished 
59, You know I mean 
60, yeah he is finished 
61, I thought you said he did send it today 
62, He is finished 
63, He just has to defend 
64, So I don t know 
65, We ll see what happens 
66, I ll talk to him today 
67, He has a job so 
68, If not when are you guys moving 
69, We re not moving for a year 
70, oh okay 
71, Good 
72, breath 
73, We won t move till 
74, okay 
75, mm 
76, probably June 
77, okay 
78, Maybe early June 
79, ecause if I don t come when Norm does his defense 
80, uhhuh uhhuh 
81, which I really want to come for that but you know I have 
82, I might not be able to for other reasons inhale 
83, uhhuh 
84, ut if I can t come then then I m going to stop in January 
85, Well I ll probably stop in January anyhow 
86, Excellent 
87, inhales ecause I m going to uh xxx in January with the baby to
88, uh 
89, see the uh 
90, the it ll come out to see the relatives 
91, Show off le bebe s fra 
92, yeah 
93, Show off le bebe s fra 
94, Excellent 
95, Do you think ei I mean eight weeks is not really well it ll it ll
96, be older than eight weeks it ll be like ten weeks by then 
97, That s not too early to travel is it 
98, Nope 
99, I thought it would be like much easier to travel if we went when he
100, was ten weeks than 
101, yep yep yep 
102, you know after that 
103, when they re new infants it s like bring along a blanket so you can
104, nurse them 
105, nd like you could do anything 
