,0
0,She gave me actually not the eh the not a hundred and twenty days 
1, She g I got it um she um what do you call it um what do you she
2, first class mail whatever you call it um 
3, Registered whatever yeah 
4, or yeah breath and eh uh it was never it was like two weeks ago
5, and I m supposed to have like a hundred and twenty days and I only
6, have sixty days and breath that s not really fair and 
7, oh I didn t yeah I didn t realize that there was a that there was a
8, I mean because I ve always had trouble with my landlords so I ve
9, never I mean so I ve always been sort of aware that whenever I ve
10, left that there s that anxiety and you probably when you left
11, 
12, breath first of all you didn t know you were going to stay there
13, 
14, yeah exactly 
15, second of all you know it s like it all sort of like ends up
16, breath I can understand that I can I can underst because that
17, makes you feel like you re making a choice that 
18, yeah 
19, It s like a a c a yeah a big cut and everything and breath I
20, mean I I don t know if it s worth kee I mean I m like okay the
21, maybe I ll then I ll never be able to go back you know but I ll xxx
22, distortion 
23, yeah 
24, ut that s not true 
25, yeah 
26, that you wouldn t ever be able to go back because you know that you
27, know w as 
28, Others xxx possibilities 
29, yawn y you know 
30, you could find another place to live I mean people are still
31, finding like you know I know of people that are still finding like
32, lofts in rooklyn w in Williamsburg that are like cheaper that
33, would be the kind of thing that you might want to change your living
34, situation anyhow breath 
35, nd I don t think xxx distortion 
36, I m still distortion yeah 
37, yeah eh eh eh yeah it s just letting go I have problems letting I
38, mean I ve had it for so long you know I ve lived there breath 
39, yeah no I know 
40, but it s yeah I don t think it s that w you know it s worth h I
41, mean I don t breath I you know a week before I m saying thinking
42, to myself well if I ever move back to Man you know the c New York
43, breath I don t want to live in rooklyn anymore laughs 
44, oh distortion right right distorted 
45, and so I then I laughs you know this power of thought thing
46, breath but otherwise I m you know I m okay I just I think I need
47, some sort of breath 
48, change or something uh I need a cha you know either I m bored uh
49, you know with uh what I m doing not with what I m doing so much
50, with art but with my life that I need some sort of 
51, I need to have some you know physical change or visual change
52, because it s uh you know I need I ve just been working and breath
53, um 
54, re you still doing like the set painting to make money 
55, breath yeah I it s been great but I breath I didn t get I
56, thought I d have more work this month than I did and so I don t have
57, as much as I would thought I would have because I really want to buy
58, 
59, a laptop and uh I need it really badly it s like ridiculous now I
60, mean I m doing all this writing and I go you know to different
61, people s houses breath and it s this yeah it would be xxx I mean
62, it s a luxury definitely but it s I definitely could use it 
63, Well it s a tool it s a tool yeah yawning um 
64, yeah it s a great tool 
65, nd how are you 
66, How 
67, um laughs 
68, How you doing Gail 
69, laughs 
70, Wait wait wait let s get caught up on you first 
71, I mean 
72, laughs 
73, what s so what s going on with Rene 
74, Rene s great Rene s good he s um he s coming with me also and
75, breath he s going to 
76, com channel static 
77, When are you coming 
78, um we re coming on the thirtieth of ugust 
79, Of ugust for how long 
80, Three weeks breath I m going to be staying with family and stuff
81, like that 
82, re you going to be in New York 
83, oh yeah 
84, lipsmack We re not no I m I m the fi I won t be in New York
85, until 
86, You said we re we 
87, um no I said I won t be in New York 
88, Is there a we 
89, oh oh I thought you said xxx distortion laughs 
90, No there s not a we but I ll tell you about that in a minute 
91, laughs 
92, oh laughs 
93, You re not going to be in New York aw come to New York 
94, um I m not going to be in New York until October um breath and 
95, 
96, uhhuh 
97, uh so that s yeah so that 
98, How s the gig out there 
99, Well uh okay it s m it s mixed i no i yeah and no it s good
100, it s bad it s it s weird it s it s definitely like breath first of
101, all um 
102, is it weird laughs 
103, like I came I ve been out here for about six weeks now 
104, It s taking me a while to settle in 
105, it s definitely like 
106, Hot laugh 
107, oh man it s horrible it s so disgusting and 
108, I mean I hear weather reports for there I m like oh gee 
109, I know and I wake up in the morning and it s overcast and the sun
110, doesn t shine 
111, The thing is in New York city breath it might be hot but at least
112, like the sun is shining or yawn you ll get like those big 
113, yeah 
114, those big city breezes like coming in off the water laughs you
115, know what I mean 
116, Those big city bre laughs yes I do breath you get some 
117, breath You know what I mean right laughs and here like the air
118, doesn t even move like you re so lucky breath and then eh it moves
119, like th there ll be a thunderstorm in the afternoon 
120, nd everybody runs out to try to get some air 
121, and it s like and then it s gone and then it s like it s the the
122, the oppression is there again yeah exactly and it s like all this
123, steam rising off the ground 
124, oh hotter 
125, but um okay uh so I don t like the weather and I think that I
126, feel like I m in the suburbs because I don t have a car and I feel
127, like I need a car to get around to the places that I need to get to
128, because eh 
129, things are so sort of scattered around they re like it s like being
130, breath like at McDowell but without the but without the um you
131, know the fact that like somebody goes on a daily basis into town or
