,0
0,So tell me a little bit about the day she was born 
1, When did you first see her 
2, um what happened is we went to the hospital she was induced 
3, mhm 
4, So we get a phone call and th she was supposed to 
5, Right finally 
6, um the birth mom was supposed to go in at um it s my thinking that
7, this will be distributed publicly 
8, Right 
9, at um six thirty in the morning but she called and they didn t
10, have any beds 
11, oh no 
12, So she called us and told us that but then they did get a bed and
13, she went in at eight 
14, mhm 
15, Or seven thirty or I guess she went in at seven thirty and they
16, started her at eight or so so we hopped in the car and drove down to
17, be there 
18, mhm 
19, mm mhm 
20, for the day 
21, mhm 
22, nd um 
23, we hung out all day 
24, We had uh we had some difficult times with the lawyer down there 
25, He was supposed to show up 
26, mm 
27, mhm 
28, and we waited all day and he never bloody showed up 
29, oh no 
30, nd um he and also she was expecting him too 
31, mhm 
32, You know and so that was frustrating 
33, yeah 
34, ut anyway we waited all day and um 
35, ut then five twenty five Mae was born 
36, Right 
37, nd the birth mother s mother was with her through the whole thing
38, and she was fantastic 
39, She was just great 
40, She was so nice to us and so solid there for her daughter and just
41, a wonderful 
42, uhhuh 
43, mhm 
44, Woman xxx 
45, person and um 
46, She was great 
47, She came out you know a couple times during the day she came out
48, and gave us little progress reports of how things were going and
49, actually it was very funny 
50, uhhuh 
51, because the first time she out laugh I mean here we re out there
52, sort of ringing our hands and 
53, uhhuh 
54, sweating it out and wondering how everybody is going and everything
55, and she came out and could I go downstairs because um her daughter
56, wanted playing cards 
57, uhhuh 
58, So I guess she was bored 
59, uhhuh 
60, You know passing the time laughs 
61, laughs 
62, So I went downstairs to get playing cards with her and 
63, uhhuh 
64, and then later on she came out and she wanted some chewing gum 
65, laughs 
66, uhhuh laugh 
67, um I guess your mouth gets dry and you just want something 
68, yeah 
69, I m sure 
70, So you know it was it was kind of funny these very 
71, Reassuring in a way I would think 
72, y yeah but these very um 
73, yeah 
74, you know they re such sort of specific little things laugh 
75, yeah 
76, nd um 
77, then but they kind of held her back 
78, I think the baby would ve born been born sooner but the doctor
79, didn t get there till around three 
80, So 
81, so I thought once it was induced there was like no stopping it 
82, No they can hold you back 
83, hm 
84, a little bit you know 
85, hm 
86, Once depends how much stuff they give you 
87, How much stuff they give you 
88, yeah 
89, Stuff 
90, ut anyway I think they were holding her back a little bit because
91, they wanted the doctor there 
92, mhm 
93, uhhuh 
94, um and the doctor showed up around three and Mae was born at five
95, twenty five 
96, mhm 
97, Eight pounds eight ounces 
98, mhm 
99, nd screaming 
100, mhm 
101, Really screaming and I was a little scared 
102, I thought oh my god what have we wrought 
103, You could here her out through the doors of the hall you know 
104, laughs 
105, uhhuh 
106, nd there were a lot of babies being born 
107, You didn t hear them all 
108, uhhuh 
109, nd I and um what happened h I guess um breath that s right 
110, Her mom came running out to tell us the baby was born 
111, uhhuh 
112, nd then she said that s her 
113, You can hear her laughs 
114, laughs 
115, nd um lipsmack said it was a beautiful birth 
116, I mean two pushes and she was out which is really great so she s
117, very unsquashed and unbattered looking for a new baby 
118, uhhuh mhm 
119, Right 
120, Usually they look a bit bashed up breath 
121, yeah 
122, bit worn 
123, ut she s got a nice shaped head and you know she doesn t look
124, like she was um you know she s not a cone head 
125, mhm 
126, ut did you get to see her in a few hours or 
127, a 
128, Well what happened no right away there there was a very nice um 
129, 
130, delivery nurse who we had spoken to earlier in the day named Tina 
131, 
132, mhm 
133, mhm 
134, mhm 
135, nd what they do is they take the baby from the delivery room to
136, the nursery 
137, mhm 
138, Normally they go directly and Tina very very sweetly zipped past
139, the door to the out outer part of the nursery where we were waiting
140, 
141, mhm 
142, mhm outside 
143, mhm 
144, and let us hold her 
145, mhm 
146, So she was just minutes old then 
147, Wow 
148, So we held her for just a couple minutes and 
149, uhhuh 
150, it was really funny because you could hear her coming up the hall
151, screaming 
152, uhhuh 
153, loudly 
154, uhhuh 
155, uhhuh 
156, She handed her to me screaming loudly and I said to Tina and also
157, to the 
158, uhhuh 
